year,age,educ,degree,sex,race,partyid,othlang,letin1a,coninc,wtssnrps,prez,age_c,decrease_imm
2016,69,11,1,1,1,4,2,4,59895,0.800014752,1,60,1
2016,29,18,4,1,1,5,2,2,59895,0.555413233,1,18,0
2016,63,13,1,2,1,3,1,,8167.5,0.382939624,1,60,
2016,38,15,1,2,1,1,2,,49005,1.231725578,1,30,
2016,53,16,3,1,1,4,2,3,72600,0.436950074,1,50,0
2016,61,12,1,2,1,0,2,2,17242.5,0.841938551,1,60,0
2016,43,9,1,2,1,3,2,3,8167.5,1.12645962,1,40,0
2016,48,12,1,1,1,5,2,,39930,0.584226683,1,40,
2016,54,14,1,2,1,1,2,3,49005,0.827169366,1,50,0
2016,32,15,2,2,1,1,2,3,27225,0.411340717,1,30,0
2016,56,12,1,1,1,6,2,,32670,0.440610216,1,50,
2016,69,12,1,1,1,0,2,,11797.5,0.504587755,1,60,
2016,39,15,1,1,1,1,2,,49005,0.867867953,1,30,
2016,43,18,4,2,1,3,2,5,32670,0.649695426,1,40,1
2016,53,15,1,2,1,1,2,3,59895,1.258689529,1,50,0
2016,54,12,1,2,1,1,2,,72600,0.613703077,1,50,
2016,79,12,1,2,1,1,2,,8167.5,0.463070858,1,70,
2016,71,13,1,2,1,0,2,3,32670,0.908123244,1,70,0
2016,61,15,1,2,1,5,2,3,49005,0.87343269,1,60,0
2016,23,10,0,1,1,2,2,,5445,1.661341071,1,18,
2016,55,12,1,1,1,1,2,5,163843.847,1.521554914,1,50,1
2016,60,10,0,2,1,1,2,5,15427.5,0.558719922,1,60,1
2016,72,12,1,1,1,6,2,4,17242.5,0.53280919,1,70,1
2016,60,9,1,2,1,5,2,,87120,0.613703077,1,60,
2016,44,12,1,2,1,1,2,5,27225,0.978147491,1,40,1
2016,62,9,0,1,1,3,2,4,,1.719650774,1,60,1
2016,50,12,1,1,1,4,2,,39930,0.55918694,1,50,
2016,35,15,2,2,1,5,2,5,72600,0.666385914,1,30,1
2016,38,12,1,2,1,6,2,5,13612.5,0.776470754,1,30,1
2016,61,12,1,1,1,5,2,5,72600,0.904949099,1,60,1
2016,26,13,1,1,1,5,2,5,11797.5,1.382473721,1,18,1
2016,61,12,1,2,1,0,2,4,23595,0.909890871,1,60,1
2016,33,8,0,2,1,3,2,,32670,1.464186557,1,30,
2016,46,8,0,2,1,4,1,4,23595,2.347427146,1,40,1
2016,87,15,1,2,2,1,2,4,,0.289037638,1,80,1
2016,46,8,0,1,1,4,1,3,49005,1.922204274,1,40,0
2016,50,11,0,1,1,4,2,5,363,0.457591458,1,50,1
2016,39,12,1,1,1,2,2,4,27225,0.977703388,1,30,1
2016,24,12,1,2,1,5,2,5,49005,3.214629743,1,18,1
2016,64,14,1,1,1,5,2,4,23595,1.53082127,1,60,1
2016,42,9,0,2,1,2,2,3,5445,0.430819886,1,40,0
2016,43,11,1,2,1,3,2,,1452,2.099435443,1,40,
2016,38,12,1,1,1,4,2,,39930,1.421431755,1,30,
2016,24,12,1,2,2,6,2,4,39930,1.195886881,1,18,1
2016,32,12,1,2,1,0,1,3,32670,0.496101562,1,30,0
2016,25,12,1,2,3,3,1,3,23595,2.447461248,1,18,0
2016,20,9,0,1,1,4,2,3,32670,1.474372768,1,18,0
2016,40,12,1,2,2,3,2,,363,0.72207269,1,40,
2016,59,12,1,2,1,5,1,,72600,0.948457378,1,50,
2016,50,14,1,1,1,4,2,3,59895,1.740421681,1,50,0
2016,52,19,4,2,2,1,2,3,49005,0.284429417,1,50,0
2016,67,11,0,2,2,2,2,,,0.995413319,1,60,
2016,39,13,1,2,1,5,2,,9982.5,1.254659585,1,30,
2016,67,12,1,1,2,7,2,,13612.5,0.37792329,1,60,
2016,42,11,0,1,2,0,2,4,27225,2.857539164,1,40,1
2016,30,12,1,1,1,4,2,4,5445,1.111046207,1,30,1
2016,69,12,1,2,1,6,2,,23595,0.499903194,1,60,
2016,33,12,1,2,2,1,2,3,363,0.320867185,1,30,0
2016,52,11,0,2,2,6,2,5,8167.5,0.578295834,1,50,1
2016,31,12,1,2,1,1,2,,23595,0.740706147,1,30,
2016,43,10,0,2,2,2,2,4,23595,0.912356924,1,40,1
2016,55,11,0,2,2,3,2,,6534,0.483220058,1,50,
2016,55,11,0,2,2,2,2,3,39930,0.295608086,1,50,0
2016,29,12,1,1,2,6,2,,363,1.906366629,1,18,
2016,26,12,1,2,2,3,1,,59895,0.380770501,1,18,
2016,79,12,1,2,1,5,2,3,,0.502159571,1,70,0
2016,31,12,1,2,1,3,2,3,19965,0.635114994,1,30,0
2016,76,14,1,1,1,5,2,5,23595,0.916067107,1,70,1
2016,34,10,0,2,1,3,2,5,49005,0.654593094,1,30,1
2016,79,16,1,1,1,5,2,5,49005,0.789983888,1,70,1
2016,23,12,1,2,1,6,2,,15427.5,2.177172727,1,18,
2016,66,10,0,1,2,1,2,3,,0.389513676,1,60,0
2016,69,14,1,1,1,6,2,4,49005,0.789983888,1,60,1
2016,59,12,1,2,1,6,2,4,39930,1.537941941,1,50,1
2016,26,6,0,1,3,7,1,2,3993,1.089956316,1,18,0
2016,74,12,1,2,1,5,2,3,32670,1.348661249,1,70,0
2016,34,,,2,2,3,2,1,5445,0.452386065,1,30,0
2016,83,12,1,2,1,5,2,5,9982.5,0.737364647,1,80,1
2016,54,12,1,2,2,0,2,,363,1.538241594,1,50,
2016,38,12,1,2,2,2,1,4,9982.5,0.452386065,1,30,1
2016,61,13,1,2,2,3,2,3,4719,1.190269211,1,60,0
2016,56,8,0,1,1,2,2,,1452,0.763560542,1,50,
2016,58,12,1,2,2,2,1,,17242.5,1.05629432,1,50,
2016,40,12,1,1,2,2,2,,59895,0.527302708,1,40,
2016,53,12,1,2,2,1,2,2,11797.5,0.920551296,1,50,0
2016,63,16,2,2,2,0,1,5,15427.5,0.421150988,1,60,1
2016,62,12,1,1,1,6,2,4,11797.5,1.211024884,1,60,1
2016,66,18,4,2,1,0,2,1,59895,2.874513494,1,60,0
2016,82,12,1,2,1,2,2,,,2.089284492,1,80,
2016,42,19,3,1,1,6,1,4,,1.259252125,1,40,1
2016,53,18,3,2,1,3,2,5,11797.5,0.876805454,1,50,1
2016,46,16,3,1,1,0,2,4,87120,0.67157849,1,40,1
2016,55,13,1,1,1,4,1,,59895,1.017302811,1,50,
2016,57,15,2,2,1,1,2,,,0.540875544,1,50,
2016,51,12,1,1,1,4,2,5,32670,2.490124276,1,50,1
2016,78,9,1,2,1,1,2,,,2.646287538,1,70,
2016,81,10,0,2,1,0,2,5,5445,1.759552394,1,80,1
2016,18,12,1,2,1,2,2,,,4.83564892,1,18,
2016,71,12,1,2,1,1,2,3,,0.947861162,1,70,0
2016,64,12,1,2,1,2,2,3,87120,0.725115423,1,60,0
2016,19,12,1,1,1,3,2,4,72600,1.654712934,1,18,1
2016,55,20,3,2,1,2,2,5,,0.748306992,1,50,1
2016,85,12,1,2,1,1,2,,13612.5,1.012530542,1,80,
2016,62,16,3,1,1,1,2,4,87120,1.234719427,1,60,1
2016,65,16,3,2,1,2,2,3,13612.5,0.884903476,1,60,0
2016,35,12,1,2,1,5,2,4,23595,0.276060623,1,30,1
2016,27,18,4,2,1,4,2,,59895,0.499544478,1,18,
2016,88,8,0,1,1,4,2,5,13612.5,0.349026598,1,80,1
2016,78,18,4,2,1,7,2,2,49005,0.291872023,1,70,0
2016,44,14,2,2,1,3,2,,,0.279660411,1,40,
2016,60,16,3,1,1,2,2,2,101640,0.977076393,1,60,0
2016,47,11,1,1,1,1,2,,101640,0.392088542,1,40,
2016,30,16,3,2,1,2,2,3,49005,0.440150839,1,30,0
2016,52,16,3,1,1,1,2,3,72600,0.586683678,1,50,0
2016,72,16,3,2,1,0,2,1,72600,0.75885976,1,70,0
2016,66,18,4,2,1,3,2,,32670,0.827388215,1,60,
2016,38,14,1,1,1,3,2,,59895,0.573380938,1,30,
2016,74,14,2,1,1,3,2,4,59895,0.338640947,1,70,1
2016,24,14,1,2,1,2,2,3,15427.5,1.070531457,1,18,0
2016,49,12,1,2,1,5,2,,39930,0.349459048,1,40,
2016,68,7,0,1,1,4,2,3,15427.5,0.570541405,1,60,0
2016,58,14,1,2,1,5,2,3,49005,0.393952074,1,50,0
2016,62,17,3,2,1,0,1,,59895,0.532483577,1,60,
2016,34,12,1,2,1,3,2,,49005,0.43412962,1,30,
2016,56,14,2,1,1,4,2,3,72600,0.602729742,1,50,0
2016,40,12,0,1,1,2,2,,72600,0.404113357,1,40,
2016,63,12,1,2,1,6,2,4,101640,0.555133206,1,60,1
2016,40,16,3,1,1,4,2,4,39930,0.636766315,1,40,1
2016,68,11,0,1,1,1,2,,59895,0.510020287,1,60,
2016,21,15,1,1,1,2,2,2,2541,0.786245887,1,18,0
2016,35,15,2,2,1,1,2,5,59895,0.276060623,1,30,1
2016,41,12,1,2,1,3,2,5,19965,0.880187775,1,40,1
2016,56,15,2,2,1,2,1,5,39930,0.555133206,1,50,1
2016,57,12,1,1,1,3,2,2,4719,0.629459384,1,50,0
2016,68,13,1,2,1,2,2,4,39930,0.577181703,1,60,1
2016,75,12,1,2,1,3,2,,8167.5,0.294316909,1,70,
2016,57,20,4,2,1,0,1,3,87120,0.768032616,1,50,0
2016,77,15,1,1,1,7,1,4,27225,0.338640947,1,70,1
2016,87,14,1,2,1,5,2,5,39930,0.783258161,1,80,1
2016,55,14,1,2,1,5,2,4,19965,0.393952074,1,50,1
2016,72,16,3,1,1,3,2,,59895,0.49073344,1,70,
2018,43,14,2,1,1,5,1,3,,2.244275438,2,40,0
2018,74,10,1,2,1,2,2,,22782.5,1.095216659,2,70,
2018,42,16,3,1,1,4,2,4,112160,0.740432075,2,40,1
2018,63,16,3,2,1,2,2,2,158201.8412,0.76934164,2,60,0
2018,71,18,4,1,2,6,2,,158201.8412,0.462239038,2,70,
2018,67,16,3,2,1,2,2,3,,0.617602223,2,60,0
2018,59,13,1,2,2,0,1,,13143.75,1.520717248,2,50,
2018,43,12,1,1,1,5,2,,38555,0.631654997,2,40,
2018,62,8,0,2,1,3,2,5,3855.5,0.574903662,2,60,1
2018,55,12,1,1,1,1,2,4,70100,0.546538631,2,50,1
2018,59,19,4,1,1,6,1,5,112160,0.413863173,2,50,1
2018,34,14,1,2,3,1,2,3,14896.25,0.749477866,2,30,0
2018,61,13,1,2,1,1,2,4,16648.75,0.418827302,2,60,1
2018,44,16,3,1,2,0,1,,84120,1.533795412,2,40,
2018,41,12,1,2,2,4,2,3,1402,1.065948304,2,40,0
2018,75,12,1,2,1,3,2,3,47317.5,0.977131195,2,70,0
2018,55,16,3,2,1,2,1,2,70100,1.608552033,2,50,0
2018,30,16,3,2,1,3,1,3,,1.363560243,2,30,0
2018,40,20,4,2,1,1,2,,57832.5,0.525852474,2,40,
2018,30,18,4,1,1,4,1,2,,7.493649422,2,30,0
2018,34,15,1,2,1,5,1,3,84120,1.530486371,2,30,0
2018,29,14,2,2,3,5,1,,,3.556580605,2,18,
2018,40,14,2,2,1,2,1,3,70100,0.911634185,2,40,0
2018,37,12,1,1,1,0,1,2,47317.5,1.242709043,2,30,0
2018,56,16,3,2,1,5,2,3,57832.5,0.977134994,2,50,0
2018,82,8,0,1,1,5,1,,22782.5,2.9320319,2,80,
2018,68,12,1,2,1,1,2,4,26287.5,1.696832454,2,60,1
2018,42,9,0,2,2,1,2,,7886.25,0.44421995,2,40,
2018,40,12,1,2,1,6,2,4,38555,1.141805417,2,40,1
2018,20,14,1,1,1,4,1,,84120,1.373187458,2,18,
2018,74,12,1,2,1,4,2,5,,1.261019482,2,70,1
2018,89,8,0,1,1,6,2,,22782.5,1.322166384,2,80,
2018,60,16,3,2,1,3,2,4,,1.047881412,2,60,1
2018,56,16,3,2,1,1,2,1,84120,0.545596403,2,50,0
2018,55,10,0,2,1,2,1,3,,0.723436151,2,50,0
2018,65,18,4,1,1,6,1,,98140,4.741422529,2,60,
2018,71,20,4,2,1,0,2,2,70100,0.627899319,2,70,0
2018,34,20,4,1,1,0,2,,31545,0.553049431,2,30,
2018,45,19,4,1,1,4,1,3,47317.5,0.488920998,2,40,0
2018,50,12,1,2,2,,2,3,,0.500235947,2,50,0
2018,65,12,1,2,1,0,1,3,9638.75,0.678308534,2,60,0
2018,52,12,1,1,1,1,2,5,26287.5,1.948620851,2,50,1
2018,62,12,1,2,1,0,2,3,31545,0.589398149,2,60,0
2018,60,18,4,1,3,0,1,,,2.543000612,2,60,
2018,62,16,3,2,1,2,2,,57832.5,4.55549782,2,60,
2018,46,12,1,2,1,1,2,3,22782.5,0.714835848,2,40,0
2018,40,18,4,1,1,1,1,3,84120,1.155422092,2,40,0
2018,53,18,4,2,1,1,1,4,158201.8412,2.538003886,2,50,1
2018,75,17,3,1,1,5,2,5,84120,0.698182174,2,70,1
2018,67,16,3,2,1,2,2,3,70100,0.869125785,2,60,0
2018,22,14,1,1,1,3,2,,,2.839334555,2,18,
2018,42,12,1,2,1,1,1,3,19277.5,1.960406162,2,40,0
2018,59,18,4,2,1,3,1,4,57832.5,0.869232939,2,50,1
2018,33,18,4,2,3,3,1,,38555,1.063325329,2,30,
2018,46,16,3,1,1,3,1,3,158201.8412,1.373356377,2,40,0
2018,55,14,3,1,1,5,1,,98140,0.998605447,2,50,
2018,43,16,3,2,1,3,1,4,84120,0.794656264,2,40,1
2018,45,14,1,2,2,2,1,3,6309,0.55369202,2,40,0
2018,23,11,0,1,1,1,1,,47317.5,1.332219144,2,18,
2018,28,9,1,2,2,1,2,3,5257.5,0.52353255,2,18,0
2018,27,13,1,2,2,0,1,3,3855.5,0.699352129,2,18,0
2018,42,10,0,2,2,0,2,3,26287.5,0.790495004,2,40,0
2018,41,16,3,2,2,0,1,3,38555,0.421574644,2,40,0
2018,64,13,1,2,2,0,2,1,26287.5,1.883196705,2,60,0
2018,53,12,0,1,2,4,1,5,,0.512488802,2,50,1
2018,79,20,4,1,2,2,2,3,14896.25,0.891751798,2,70,0
2018,34,14,1,1,1,1,2,3,70100,0.63249455,2,30,0
2018,59,14,1,2,2,0,2,,112160,1.208242544,2,50,
2018,32,19,4,2,2,0,2,2,98140,0.787857912,2,30,0
2018,33,16,3,2,2,1,2,1,11391.25,2.348026228,2,30,0
2018,35,15,1,1,1,0,1,3,6309,1.180465652,2,30,0
2018,37,16,2,1,2,0,1,1,98140,1.593138664,2,30,0
2018,28,16,3,2,3,3,1,1,47317.5,1.009511309,2,18,0
2018,42,20,4,2,1,1,2,,158201.8412,1.392615327,2,40,
2018,21,14,1,1,1,7,2,,70100,1.296910993,2,18,
2018,33,14,2,2,2,3,1,4,158201.8412,2.153788427,2,30,1
2018,37,16,3,2,1,3,2,,158201.8412,0.703233084,2,30,
2018,89,8,0,2,1,3,2,5,47317.5,1.40384634,2,80,1
2018,47,14,2,2,3,3,2,,,1.422133185,2,40,
2018,63,,0,2,3,,1,2,,1.407594153,2,60,0
2018,71,16,3,2,2,2,2,3,70100,1.122725958,2,70,0
2018,42,12,1,2,2,1,2,,98140,0.549239003,2,40,
2018,37,12,1,2,3,1,1,4,38555,0.874534331,2,30,1
2018,40,13,1,2,1,1,2,4,47317.5,1.804034682,2,40,1
2018,70,12,1,1,1,5,1,,31545,1.444321165,2,70,
2018,28,17,3,1,2,1,2,1,38555,1.091762302,2,18,0
2018,53,13,1,2,3,0,1,2,26287.5,1.190527297,2,50,0
2018,46,16,1,1,1,0,1,,158201.8412,3.86614557,2,40,
2018,55,18,4,1,1,0,2,3,70100,0.711962925,2,50,0
2018,28,18,4,1,3,1,1,1,6309,1.670491497,2,18,0
2018,42,16,4,1,1,2,2,3,70100,1.462696921,2,40,0
2018,77,19,4,2,1,0,2,1,84120,0.66473046,2,70,0
2018,29,16,4,1,3,3,1,4,,3.68996489,2,18,1
2018,62,12,0,2,2,2,2,,,2.222379301,2,60,
2018,30,16,3,2,2,2,1,3,70100,0.398745473,2,30,0
2018,22,14,1,1,2,1,2,,,1.081727607,2,18,
2018,69,13,1,2,2,0,2,,70100,1.800795669,2,60,
2018,45,16,3,1,2,0,1,5,98140,0.468762894,2,40,1
2018,32,12,1,2,3,1,1,,,2.84758908,2,30,
2018,60,4,0,2,1,4,1,,6309,0.91592466,2,60,
2018,48,12,0,1,3,4,2,5,38555,0.612102607,2,40,1
2018,81,12,1,2,3,1,1,,1402,2.722596344,2,80,
2018,50,18,4,1,3,2,1,,158201.8412,1.211783573,2,50,
2018,78,14,1,2,1,4,1,,70100,2.24622821,2,70,
2018,56,18,4,1,1,0,2,3,47317.5,0.60666682,2,50,0
2018,60,14,1,1,1,4,2,4,70100,0.655371442,2,60,1
2018,23,12,1,1,1,5,2,4,112160,5.401189599,2,18,1
2018,67,12,1,2,1,3,2,4,,0.678308534,2,60,1
2018,54,16,3,2,1,3,2,,,0.862715569,2,50,
2018,62,14,2,2,1,3,2,4,112160,1.452556925,2,60,1
2018,55,14,2,2,1,0,2,,70100,0.589398149,2,50,
2018,56,12,1,2,1,1,1,4,112160,1.052871917,2,50,1
2018,58,14,2,1,1,0,2,2,70100,0.777756169,2,50,0
2018,74,12,1,2,1,1,1,4,7886.25,1.080667171,2,70,1
2018,70,16,3,1,1,1,1,1,158201.8412,0.618081883,2,70,0
2018,35,17,3,1,1,7,2,3,158201.8412,3.383953409,2,30,0
2018,65,8,0,1,2,1,2,3,57832.5,1.622163781,2,60,0
2018,42,14,2,2,1,3,1,,38555,1.868359179,2,40,
2018,48,13,1,2,1,5,2,,47317.5,1.686396048,2,40,
2018,32,13,1,1,1,4,2,4,31545,0.883071105,2,30,1
2018,56,12,1,2,1,4,2,,70100,1.938543106,2,50,
2018,61,12,1,2,1,3,2,4,57832.5,0.822980931,2,60,1
2018,76,16,3,2,1,0,2,,47317.5,0.474887252,2,70,
2018,59,16,3,2,1,2,2,,57832.5,0.652481399,2,50,
2018,69,16,3,1,1,0,1,3,22782.5,0.528042959,2,60,0
2018,48,18,4,1,3,1,2,3,70100,0.439340411,2,40,0
2018,68,20,4,2,1,6,1,5,57832.5,1.416884696,2,60,1
2018,39,16,3,2,1,1,2,,350.5,0.36351425,2,30,
2018,38,18,4,1,1,1,1,3,98140,1.057406735,2,30,0
2018,39,18,4,2,1,0,2,,112160,0.563727789,2,30,
2018,52,12,1,2,1,3,2,3,,1.382416131,2,50,0
2018,41,20,4,2,1,1,1,3,26287.5,0.735463036,2,40,0
2018,60,17,3,1,1,0,2,3,158201.8412,0.773875305,2,60,0
2018,69,15,1,1,1,0,1,,158201.8412,3.87388236,2,60,
2018,60,13,1,1,1,0,2,2,158201.8412,0.92674409,2,60,0
2018,22,12,1,2,3,3,1,2,38555,1.11698803,2,18,0
2018,33,16,1,1,3,3,1,4,57832.5,0.829289468,2,30,1
2018,35,16,3,2,3,3,1,,98140,1.065815424,2,30,
2018,38,12,0,2,1,2,2,3,22782.5,1.760783352,2,30,0
2018,25,15,1,2,1,4,1,3,22782.5,0.598856512,2,18,0
2018,55,14,2,1,1,6,2,,70100,0.495664725,2,50,
2018,34,17,1,1,1,1,2,2,16648.75,1.401589809,2,30,0
2018,49,11,0,1,3,3,2,1,,1.320363415,2,40,0
2018,18,12,1,1,2,3,2,3,13143.75,2.126921114,2,18,0
2018,56,12,1,1,3,0,1,4,47317.5,0.388943442,2,50,1
2018,19,12,1,1,2,4,1,3,47317.5,0.440273892,2,18,0
2018,34,12,1,1,2,1,2,3,47317.5,1.364080012,2,30,0
2018,26,17,3,2,2,3,1,4,9638.75,0.289499204,2,18,1
2018,28,14,1,1,1,3,2,2,47317.5,2.776906838,2,18,0
2018,59,19,4,2,1,0,1,3,70100,0.492100934,2,50,0
2018,39,16,4,2,2,2,2,,47317.5,0.971358456,2,30,
2018,77,13,1,2,2,0,2,,3154.5,0.411280711,2,70,
2018,35,12,1,2,2,3,2,4,3154.5,0.325786838,2,30,1
2018,46,16,3,2,3,3,1,,57832.5,0.629487461,2,40,
2018,57,8,0,1,3,5,1,2,31545,0.57755124,2,50,0
2018,35,11,0,2,3,1,2,,7886.25,1.392219363,2,30,
2018,58,12,1,2,1,5,1,4,19277.5,0.703424479,2,50,1
2018,20,14,1,2,3,7,1,4,31545,1.084523676,2,18,1
2018,48,7,0,2,3,2,2,2,13143.75,1.958992028,2,40,0
2018,51,2,0,2,1,3,2,1,9638.75,3.667219213,2,50,0
2018,18,11,0,2,3,0,1,,,1.048836475,2,18,
2018,18,12,1,2,1,1,1,3,84120,1.340435919,2,18,0
2018,41,12,1,2,3,1,1,3,47317.5,0.713760588,2,40,0
2018,51,15,1,2,3,1,2,,3855.5,2.062201882,2,50,
2018,41,6,0,2,1,3,2,2,2453.5,0.612103527,2,40,0
2018,71,13,1,2,1,2,2,1,,0.513012304,2,70,0
2018,43,9,0,1,1,1,2,,31545,2.793880509,2,40,
2018,53,16,3,1,3,3,1,1,,2.952111637,2,50,0
2018,46,18,2,1,1,1,1,,38555,0.761105942,2,40,
2018,36,13,1,1,1,0,1,3,47317.5,0.716992586,2,30,0
2018,19,12,1,1,1,4,2,,47317.5,0.84806185,2,18,
2018,65,14,1,1,3,2,1,3,22782.5,0.937970093,2,60,0
2018,60,13,1,2,1,6,2,,31545,0.352086783,2,60,
2018,63,16,3,2,1,0,2,5,,1.032247117,2,60,1
2018,36,20,4,1,1,0,2,,158201.8412,1.158606732,2,30,
2018,40,16,3,2,3,3,1,1,112160,1.948858225,2,40,0
2018,42,18,4,2,1,0,1,3,158201.8412,0.479638504,2,40,0
2018,61,14,1,1,1,4,1,,98140,0.495664725,2,60,
2018,27,16,3,1,3,1,1,,57832.5,0.505048503,2,18,
2018,52,14,1,1,1,3,2,4,9638.75,0.495664725,2,50,1
2018,36,12,1,2,2,3,1,,,0.325786838,2,30,
2018,74,16,1,2,1,2,1,4,7886.25,0.817320624,2,70,1
2018,36,20,4,1,1,0,1,3,98140,0.893783357,2,30,0
2018,34,17,4,1,1,0,2,2,57832.5,0.330373272,2,30,0
2018,46,16,3,1,3,2,1,4,98140,0.699948083,2,40,1
2018,21,14,1,2,1,0,1,,112160,1.8270977,2,18,
2018,72,11,0,2,1,2,1,5,70100,0.914753052,2,70,1
2018,46,16,3,1,3,1,1,3,84120,1.134476506,2,40,0
2018,21,14,1,2,1,,1,,,0.941726987,2,18,
2018,46,13,1,1,3,4,2,5,57832.5,0.689783752,2,40,1
2018,53,12,1,1,3,6,1,,84120,2.115666902,2,50,
2018,74,18,4,2,1,5,2,,158201.8412,1.079038784,2,70,
2018,70,6,0,1,1,2,1,1,350.5,3.41739377,2,70,0
2018,36,16,3,2,3,4,1,2,70100,0.774603385,2,30,0
2018,57,11,0,1,1,6,1,5,13143.75,0.511834891,2,50,1
2018,60,16,3,1,1,4,2,4,70100,0.458828877,2,60,1
2018,53,12,0,2,3,6,1,5,47317.5,1.839881177,2,50,1
2018,69,12,1,1,1,1,1,3,70100,1.093054063,2,60,0
2018,38,16,3,2,1,1,1,,98140,1.27102979,2,30,
2018,48,14,1,2,1,5,2,3,158201.8412,0.708387434,2,40,0
2018,30,16,3,1,3,4,2,3,57832.5,2.812298884,2,30,0
2018,29,13,1,1,1,1,1,2,158201.8412,1.652329321,2,18,0
2018,68,16,3,2,1,0,2,,84120,1.572595784,2,60,
2018,64,13,1,2,1,2,2,4,57832.5,0.843036133,2,60,1
2018,43,16,4,1,3,3,1,,57832.5,1.49558996,2,40,
2018,69,12,1,2,1,7,2,5,70100,0.513012304,2,60,1
2018,47,12,1,1,1,4,2,5,84120,0.774301524,2,40,1
2018,57,12,1,1,1,7,2,5,57832.5,0.570608809,2,50,1
2018,50,16,4,1,1,1,2,,70100,1.167957716,2,50,
2018,25,12,1,2,3,3,1,2,,0.61929872,2,18,0
2018,75,14,1,1,1,0,2,,13143.75,0.570435474,2,70,
2018,46,14,1,1,1,6,1,3,158201.8412,0.704297814,2,40,0
2018,77,10,0,2,1,2,1,5,14896.25,0.500396298,2,70,1
2018,18,11,0,2,2,0,2,1,9638.75,1.327096395,2,18,0
2018,62,12,1,2,1,6,2,,22782.5,0.824779894,2,60,
2018,30,15,2,2,1,1,1,3,22782.5,1.249942284,2,30,0
2018,70,7,0,2,3,0,1,,14896.25,0.892193536,2,70,
2018,50,3,0,1,1,3,2,3,3855.5,2.755821207,2,50,0
2018,44,12,1,2,3,2,1,1,7886.25,0.496698041,2,40,0
2018,33,12,1,2,1,3,1,,26287.5,1.436691018,2,30,
2018,34,19,4,2,1,6,2,,98140,0.673378644,2,30,
2018,46,16,3,2,1,0,1,,158201.8412,1.661485631,2,40,
2018,51,12,1,1,1,1,1,1,47317.5,2.83239449,2,50,0
2018,28,14,1,1,2,0,2,,57832.5,1.291186246,2,18,
2018,74,16,3,1,3,2,1,4,47317.5,0.414350337,2,70,1
2018,29,15,1,2,1,3,2,3,47317.5,0.78922665,2,18,0
2018,49,11,0,1,3,2,1,4,22782.5,2.209837094,2,40,1
2018,28,17,3,2,1,2,2,,47317.5,0.57766106,2,18,
2018,48,12,1,2,1,4,2,3,57832.5,0.799384126,2,40,0
2018,24,12,1,2,1,2,1,3,26287.5,0.623364688,2,18,0
2018,51,15,1,2,3,4,1,,19277.5,0.705556716,2,50,
2018,42,16,3,2,1,6,2,4,47317.5,0.397708086,2,40,1
2018,44,17,3,1,2,3,1,,,5.361232882,2,40,
2018,33,12,1,2,1,4,2,4,31545,0.699274067,2,30,1
2018,29,12,1,1,1,5,2,,70100,1.283376079,2,18,
2018,48,17,3,2,1,2,1,1,158201.8412,0.638239726,2,40,0
2018,62,10,0,2,1,6,2,5,22782.5,0.430664534,2,60,1
2018,88,12,1,2,1,6,2,,,0.513012304,2,80,
2018,65,18,4,1,1,4,2,5,112160,1.04178923,2,60,1
2018,28,13,1,2,1,3,2,3,98140,1.042212532,2,18,0
2018,58,14,2,2,1,5,2,,57832.5,5.549869631,2,50,
2018,26,13,1,1,1,3,1,,31545,0.84806185,2,18,
2018,61,13,1,2,1,6,2,4,22782.5,0.471916145,2,60,1
2018,30,13,1,2,1,3,1,3,57832.5,0.573859723,2,30,0
2018,22,14,1,2,1,0,1,3,4556.5,0.493893861,2,18,0
2018,24,12,1,2,3,0,1,3,,0.594950402,2,18,0
2018,29,12,1,1,3,3,1,,57832.5,0.513118712,2,18,
2018,70,13,1,1,1,4,2,,31545,0.589879885,2,70,
2018,34,16,4,1,1,4,2,,,0.432535254,2,30,
2018,66,12,1,1,1,4,1,3,158201.8412,1.010023138,2,60,0
2018,84,12,1,2,1,4,2,,9638.75,0.530499333,2,80,
2018,37,16,3,1,1,2,2,2,158201.8412,2.258969213,2,30,0
2018,61,14,2,2,1,3,1,3,11391.25,1.034070516,2,60,0
2018,58,12,1,2,2,0,2,2,9638.75,0.369553133,2,50,0
2018,88,10,0,1,2,1,2,3,7886.25,0.46127557,2,80,0
2018,80,1,0,2,3,3,2,3,,3.133970717,2,80,0
2018,36,12,1,1,3,4,1,,98140,2.709153398,2,30,
2018,33,16,3,2,1,0,1,3,38555,1.215161904,2,30,0
2018,81,16,3,1,1,4,2,3,38555,0.578623657,2,80,0
2018,31,12,1,1,3,1,1,2,47317.5,2.035558867,2,30,0
2018,69,16,3,2,1,0,2,2,112160,1.095268921,2,60,0
2018,26,16,3,1,1,0,1,,112160,0.938924048,2,18,
2018,45,16,3,1,1,7,1,3,112160,1.031753887,2,40,0
2018,54,16,3,2,1,3,2,5,57832.5,1.258034857,2,50,1
2018,61,16,3,2,1,4,2,3,158201.8412,1.146313446,2,60,0
2018,19,13,1,1,1,1,1,2,38555,2.743455267,2,18,0
2018,58,16,3,1,1,2,1,,70100,1.244274406,2,50,
2018,50,14,2,2,1,2,1,3,57832.5,1.108849849,2,50,0
2018,36,16,3,1,2,0,2,,98140,0.380836545,2,30,
2018,27,12,1,2,1,1,1,2,57832.5,2.677633841,2,18,0
