year,age,income,vpsu,vstrat,wtssnrps,education_cat_High school or less,education_cat_Master's,education_cat_No schooling,education_cat_Ph. D/Doctorate,president_cat_Trump,sex_cat_Male,race_cat_Other,race_cat_White,party_cat_Independent,party_cat_Republican,language_cat_Yes,attitude_cat_Increased a lot,attitude_cat_Reduced a little,attitude_cat_Reduced a lot,attitude_cat_Remained the same,immigration_cat_Stay same and Increase
2010,31.0,66239.25,1,2240,1.083752974,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2010,23.0,13047.125,1,2240,0.456877403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2010,71.0,17061.625,2,2240,0.4624039,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2010,82.0,7226.1,2,2240,0.557622139,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2010,78.0,,1,2241,1.286241834,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,40.0,9032.625,1,2241,0.547025567,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2010,46.0,66239.25,1,2241,0.546233796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,80.0,17061.625,1,2241,0.42427689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,31.0,,2,2241,5.171595255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,,,2,2241,1.25744641,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2010,31.0,44159.5,2,2241,1.88463687,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2010,21.0,36130.5,2,2241,3.180393728,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
2010,58.0,80290.0,1,2242,0.660355825,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2010,36.0,19068.875,1,2242,0.816157482,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2010,57.0,13047.125,1,2242,0.923153553,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2010,28.0,3613.05,1,2242,1.371418422,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,80.0,11039.875,2,2242,0.511644012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010,84.0,,2,2242,0.448606074,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2010,51.0,54195.75,2,2242,1.068273046,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2010,35.0,66239.25,1,2243,0.451932286,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2010,49.0,44159.5,1,2243,0.563338879,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
2010,56.0,80290.0,1,2243,3.246524759,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2010,88.0,,2,2243,0.372003161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,23.0,2810.15,2,2243,0.381604114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,35.0,152908.1861,1,2244,2.247914249,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2010,26.0,152908.1861,1,2244,1.135806978,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2010,21.0,,1,2244,1.012549793,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2010,21.0,4415.95,1,2244,0.556902386,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2010,33.0,54195.75,2,2244,0.39567769,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2010,53.0,152908.1861,2,2244,0.943851957,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2010,63.0,,2,2244,0.974039425,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2010,34.0,152908.1861,2,2244,0.895335147,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2010,75.0,,1,2245,1.06251975,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,78.0,,1,2245,0.936236673,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,57.0,112406.0,1,2245,0.494301212,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
2010,43.0,,2,2245,0.890253765,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1
2010,84.0,44159.5,2,2245,0.445382615,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,53.0,112406.0,2,2245,0.925808286,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
2010,83.0,54195.75,2,2245,0.511644012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,69.0,152908.1861,2,2245,1.86176075,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2010,24.0,15054.375,1,2246,1.625590126,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2010,33.0,54195.75,1,2246,2.882572254,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2010,23.0,,1,2246,0.998822833,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
2010,25.0,66239.25,1,2246,0.719323029,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2010,66.0,,2,2246,1.15070767,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
2010,20.0,17061.625,2,2246,2.09610968,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1
2010,37.0,66239.25,2,2246,1.548564406,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,64.0,22079.75,1,2247,0.800745993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,45.0,54195.75,1,2247,0.643128761,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2010,40.0,,1,2247,4.520879312,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2010,80.0,44159.5,1,2247,0.875612724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,60.0,96348.0,2,2247,2.040909771,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2010,49.0,152908.1861,2,2247,1.016347039,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2010,22.0,54195.75,2,2247,1.057029694,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,63.0,96348.0,2,2247,1.084854214,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2010,72.0,11039.875,1,2248,0.5118131,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
2010,42.0,80290.0,1,2248,1.873532042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010,54.0,152908.1861,1,2248,1.215038804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010,21.0,17061.625,1,2248,1.40830305,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2010,26.0,26094.25,2,2248,0.456877403,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2010,31.0,54195.75,2,2248,0.695296581,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,41.0,2810.15,2,2248,0.606371635,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2010,84.0,,1,2249,1.631294814,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
2010,19.0,,1,2249,1.483139357,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2010,34.0,,1,2249,1.731370661,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,44.0,80290.0,2,2249,1.349794005,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010,45.0,44159.5,2,2249,1.441301187,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2010,28.0,401.45,2,2249,2.997340784,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2010,46.0,13047.125,2,2249,1.198789384,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
2010,50.0,54195.75,1,2250,1.48954917,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2010,40.0,112406.0,1,2250,0.895710072,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2010,42.0,152908.1861,2,2250,0.56432932,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2010,19.0,,2,2250,4.837580316,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2010,53.0,36130.5,2,2250,0.531099611,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0
2010,39.0,36130.5,2,2250,0.454544281,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2010,40.0,36130.5,1,2251,0.429341911,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2010,44.0,112406.0,1,2251,3.62556725,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
2010,58.0,112406.0,2,2251,0.796336336,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2010,46.0,54195.75,2,2251,3.137560076,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
2010,66.0,96348.0,2,2251,0.511644012,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,48.0,152908.1861,2,2251,0.749830644,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2010,88.0,66239.25,2,2251,1.113885841,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2010,45.0,54195.75,2,2251,0.633121365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,38.0,,2,2251,0.519168105,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2010,22.0,9032.625,1,2252,0.435226964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010,23.0,96348.0,1,2252,2.513537708,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2010,41.0,80290.0,1,2252,0.429341911,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2010,23.0,13047.125,1,2252,2.707564123,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2010,60.0,54195.75,1,2252,0.796336336,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2010,80.0,30108.75,1,2252,0.833742347,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
2010,56.0,30108.75,2,2252,2.292243185,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,43.0,,2,2252,1.839697881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2010,31.0,,2,2252,0.984338107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,24.0,401.45,2,2252,0.572013694,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,39.0,112406.0,2,2252,1.688194503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,20.0,1605.8,2,2252,1.830144038,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2010,55.0,66239.25,1,2253,0.96239364,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2010,45.0,,1,2253,0.92263561,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2010,50.0,,1,2253,2.946826061,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2010,69.0,66239.25,2,2253,1.133507848,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2010,50.0,54195.75,2,2253,1.365921138,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010,31.0,1605.8,2,2253,3.311617868,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
2010,59.0,44159.5,1,2254,0.981409634,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1
2010,50.0,54195.75,1,2254,0.845437463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2010,51.0,152908.1861,1,2254,0.805520216,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2010,68.0,54195.75,1,2254,1.736283063,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2010,61.0,112406.0,2,2254,0.46231858,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
2010,50.0,,2,2254,0.502697284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,51.0,152908.1861,2,2254,1.318288944,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2010,43.0,152908.1861,1,2255,2.20237309,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2010,19.0,66239.25,1,2255,0.70735449,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2010,35.0,80290.0,1,2255,1.080169047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,64.0,152908.1861,1,2255,0.679123585,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,44.0,,2,2255,0.896757939,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2010,40.0,80290.0,2,2255,0.891604805,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
2010,59.0,80290.0,2,2255,0.46231858,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
2010,36.0,54195.75,2,2255,1.655322089,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
2010,65.0,,2,2255,2.513804864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,46.0,,2,2255,0.608425231,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
2010,33.0,13047.125,1,2256,0.498790684,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
2010,21.0,19068.875,1,2256,1.742299985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2010,24.0,54195.75,1,2256,0.686301566,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2010,36.0,44159.5,1,2256,0.703509321,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2010,27.0,17061.625,1,2256,0.815683625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2010,32.0,80290.0,2,2256,0.623183757,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,68.0,,2,2256,1.120954679,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
2010,63.0,54195.75,2,2256,1.234598514,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2010,80.0,,1,2257,0.653870657,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,72.0,80290.0,1,2257,1.192475698,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2010,24.0,22079.75,2,2257,2.248428469,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2010,37.0,,2,2257,0.626766045,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,45.0,30108.75,2,2257,0.8413228,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,52.0,30108.75,2,2257,4.764430147,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2010,49.0,152908.1861,1,2258,2.784094794,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2010,42.0,44159.5,1,2258,1.984165501,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,42.0,17061.625,1,2258,0.521096338,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2010,37.0,66239.25,2,2258,1.133061377,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,35.0,80290.0,2,2258,1.080188219,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,51.0,152908.1861,1,2259,1.060944504,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
2010,66.0,66239.25,1,2259,1.90907482,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
2010,28.0,96348.0,1,2259,1.894411398,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2010,39.0,66239.25,1,2259,0.463841739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,47.0,152908.1861,1,2259,1.172708529,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2010,48.0,152908.1861,2,2259,0.671979325,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2010,49.0,152908.1861,2,2259,3.104351205,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
2010,20.0,96348.0,2,2259,1.026382935,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2010,70.0,13047.125,1,2260,0.868647073,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2010,42.0,,1,2260,0.733579967,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2010,35.0,9032.625,1,2260,2.026113304,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2010,40.0,26094.25,2,2260,0.69494131,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,68.0,152908.1861,2,2260,2.609762104,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
2010,34.0,,2,2260,1.318126869,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
2010,30.0,66239.25,2,2260,0.83649828,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
2010,25.0,26094.25,1,2261,1.531289557,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2010,36.0,36130.5,1,2261,0.923159422,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,54.0,44159.5,1,2261,0.456573723,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2010,58.0,,2,2261,7.664102664,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,55.0,19068.875,2,2261,0.505651802,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2010,34.0,11039.875,2,2261,0.832639429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,29.0,44159.5,2,2261,0.830044387,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2010,20.0,11039.875,2,2261,0.675176412,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
2010,41.0,36130.5,2,2261,0.43148971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,40.0,80290.0,1,2262,0.452954238,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2010,71.0,66239.25,1,2262,0.536680862,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2010,23.0,19068.875,2,2262,1.444609844,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,49.0,13047.125,2,2262,1.080582869,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,44.0,6021.75,2,2262,3.838773814,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2010,20.0,36130.5,2,2262,2.012172557,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2010,24.0,5218.85,1,2263,1.364061784,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2010,29.0,66239.25,1,2263,0.632436842,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2010,56.0,152908.1861,2,2263,0.578722741,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2010,24.0,44159.5,2,2263,3.162184209,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
2010,60.0,44159.5,2,2263,1.234598514,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,52.0,,2,2263,2.427663855,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2010,51.0,44159.5,2,2263,3.802316137,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2010,64.0,26094.25,1,2264,1.626459477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,23.0,,1,2264,0.767872115,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,46.0,96348.0,1,2264,3.745200502,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
2010,34.0,80290.0,2,2264,0.737343675,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2010,29.0,13047.125,2,2264,0.865462967,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2010,28.0,54195.75,2,2264,1.647447756,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2010,39.0,112406.0,1,2265,1.389543076,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
2010,33.0,66239.25,1,2265,0.68123713,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
2010,24.0,19068.875,2,2265,0.379406888,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2010,34.0,11039.875,2,2265,0.473573834,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2010,24.0,11039.875,1,2266,1.539597759,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2010,30.0,66239.25,1,2266,0.838502394,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2010,25.0,22079.75,1,2266,0.550531947,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2010,41.0,80290.0,2,2266,0.452954238,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2010,37.0,80290.0,2,2266,1.680038045,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2010,48.0,80290.0,2,2266,0.452954238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,28.0,7226.1,2,2266,1.492756025,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
2010,30.0,80290.0,2,2266,0.806391832,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
2010,34.0,80290.0,2,2266,0.591556917,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2010,67.0,152908.1861,1,2267,2.48040951,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1
2010,64.0,96348.0,1,2267,2.109267291,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2010,80.0,152908.1861,2,2267,0.975783385,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2010,52.0,96348.0,2,2267,2.992966094,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
2010,29.0,44159.5,1,2268,0.806590429,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2010,24.0,,1,2268,1.929255605,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2010,42.0,80290.0,2,2268,0.55766761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,89.0,,2,2268,0.31817649,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,61.0,,2,2268,0.529558042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,35.0,26094.25,1,2269,0.37088804,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2010,44.0,36130.5,1,2269,0.70697167,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2010,60.0,66239.25,1,2269,1.450962525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010,28.0,401.45,1,2269,0.778642769,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2010,27.0,13047.125,2,2269,0.449557066,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2010,38.0,112406.0,2,2269,1.462071927,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2010,34.0,26094.25,2,2269,0.573421927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,18.0,3613.05,1,2270,1.065285631,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
2010,35.0,401.45,1,2270,0.541639414,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2010,29.0,11039.875,1,2270,2.832222204,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2010,32.0,6021.75,1,2270,1.229922955,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2010,63.0,,2,2270,0.289164096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010,80.0,9032.625,2,2270,0.365512911,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,52.0,26094.25,1,2271,0.422609697,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
2010,25.0,36130.5,1,2271,1.485011842,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,70.0,44159.5,2,2271,0.440779351,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2010,35.0,152908.1861,2,2271,0.551735139,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
2010,41.0,152908.1861,1,2272,0.467367153,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2010,24.0,17061.625,1,2272,0.326388241,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,60.0,152908.1861,1,2272,0.626895405,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2010,55.0,66239.25,2,2272,0.457540274,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,23.0,80290.0,2,2272,3.78354324,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2010,68.0,96348.0,2,2272,0.383695412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,22.0,,2,2272,0.992416267,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2010,58.0,44159.5,1,2273,0.8112235,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2010,55.0,26094.25,1,2273,0.531929234,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
2010,75.0,54195.75,1,2273,1.387579129,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
2010,66.0,152908.1861,1,2273,0.74928203,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
2010,76.0,66239.25,1,2273,1.602834003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,79.0,36130.5,2,2273,0.743811705,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
2010,29.0,80290.0,2,2273,0.454230448,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2010,60.0,66239.25,2,2273,0.873973216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,36.0,112406.0,1,2274,0.587952712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,75.0,96348.0,1,2274,0.880364597,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
2010,48.0,54195.75,1,2274,1.19227055,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
2010,35.0,66239.25,2,2274,0.482892386,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2010,54.0,96348.0,2,2274,1.396273632,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,45.0,80290.0,2,2274,0.771650786,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,58.0,66239.25,2,2274,0.472577294,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2010,46.0,80290.0,1,2275,1.476677914,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2010,36.0,44159.5,1,2275,0.421987813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,58.0,22079.75,1,2275,1.438551079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,40.0,36130.5,1,2275,0.766655343,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
2010,44.0,36130.5,1,2275,1.015448507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,59.0,66239.25,1,2275,0.600693082,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1
2010,80.0,11039.875,2,2275,0.440779351,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2010,72.0,11039.875,2,2275,0.440779351,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2010,76.0,22079.75,2,2275,0.926560173,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,65.0,54195.75,2,2275,1.114716954,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2010,43.0,54195.75,2,2275,0.591693086,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
