year,wrkstat,hrs1,hrs2,marital,martype,agewed,divorce,widowed,childs,age,degree,padeg,madeg,spdeg,major1,sex,race,born,parborn,babies,preteen,teens,adults,income,rincome,region,attend,postlife,happy,hapmar,health,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,mannersy,successy,honesty,cleany,judgmeny,controly,roley,amicably,obeysy,responsy,considey,interesy,studiouy,mannersz,successz,honestz,cleanz,judgmenz,controlz,rolez,amicablz,obeysz,responsz,considez,interesz,studiouz,obey,popular,thnkself,workhard,helpoth,chldsex,chldsex1,agedchld,partfull,jobinc,jobpay,sexeduc,arrest,loclived,god,racpromo,impfinan,kdeduc1,kdeduc2,kdeduc3,kdeduc4,kdeduc5,kdeduc6,kdeduc7,kdeduc8,kdeduc9,meltpot,hspasn10,immecon,immunemp,immunite,obrespct,balwkfam,hapfeel,sad,worried,showangr,angrywrk,wkfambiz,fambiz,typeorg,hlthinsr,mntlcare,immcrmup,immnew,immnojob,numcntct,numprobs,howfree,rhowfree,ethimp,ethdiff,wrktype,yearsjob,wkvsfam,famvswk,secondwk,overwork,wkracism,physhlth,height,misswork,natmeet,ownhh1,numemps,compwage,startbiz,ownbiz,numown,yearbiz,paidemps,bizgross,bizshare,owninc,whybiz,numemps5,agecmeus,marunion,hssexed,localgvt,unhappy,meovrwrk,jobvsfam,happy7,famwkbst,famwklst,educemp,hiinc,workweek,numemply,hapunhap,obeythnk,comtype,livecom1,citizen,parcit,ethclose,immimp,immcult,immeduc,immassim,chldeduc,hrdshp6,ethnic,uscitzn,famgen,talkspvs,wtssall
2014,7,,,1,1,,2,2,2,43,0,0,0,0,,2,3,2,8,0,0,0,5,9,,2,7,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,1,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,3,2,2,,,17,2,1,,2.240008464
2014,8,,,5,,,,,0,56,0,1,1,,,1,1,1,0,0,0,0,1,9,,2,0,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,,,1,4,3,,,15,,1,,0.448001693
2014,5,,,3,,,,2,5,69,0,0,0,,,1,1,1,0,0,0,0,1,10,,2,3,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,1,,0.448001693
2014,1,37,,1,1,,2,2,2,40,1,,1,1,,2,1,1,0,0,0,0,2,11,11,2,0,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,3,3,2,3,2,0,65,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,,2,2,2,,,14,,1,4,0.896003386
2014,6,,,5,,,,,0,25,1,1,,,,2,1,1,0,0,0,0,3,12,12,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,2,2,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,3,1,2,,,15,,1,,2.070886099
2014,2,6,,1,1,,2,2,3,56,1,0,1,2,,1,1,1,0,0,0,0,2,12,11,1,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,4,2,,,,2,1,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,3,2,3,2,14,66,14,,,0,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,,3,2,2,,,15,,1,,0.896003386
2014,2,20,,3,,,,2,3,51,1,,,,,2,3,2,8,0,0,1,2,9,12,1,8,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,4,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,2,,0.896003386
2014,1,55,,5,,,,,0,46,1,1,1,,,1,1,1,2,0,0,0,1,12,12,1,0,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,3,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,1,,0.690295366
2014,1,50,,1,1,,2,1,2,51,0,,0,1,,1,1,2,8,0,0,0,2,12,11,1,5,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,3,2,,,,1,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.75,2,4,2,1,2,0,68,0,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,25,3,1,3,1.380590733
2014,1,38,,3,,,,2,2,39,0,1,1,,,2,3,2,8,1,0,0,1,7,6,1,8,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,4,3,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,2,,0.448001693
2014,1,38,,3,,,,2,2,30,1,3,1,,,2,2,2,8,0,2,0,1,11,11,1,7,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,2,1,2,0,62,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,4,,,3,2,,,,1,2,2,4,0.448001693
2014,7,,,5,,,,,3,36,0,1,1,,,2,1,2,8,0,0,0,2,,,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,5,1,,,,,4,,2,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,4,,,,3,2,,,38,2,1,,1.380590733
2014,7,,,4,,,,2,3,42,1,0,,,,2,1,2,8,1,2,0,1,9,,2,6,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,1,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,4,2,2,,,38,2,2,,0.448001693
2014,6,,,5,,,,,0,38,1,0,,,,1,3,2,8,0,0,0,2,12,,2,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,4,1,2,,,38,1,3,,0.896003386
2014,1,40,,5,,,,,2,38,1,1,1,,,2,1,2,8,0,1,1,1,12,12,2,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,1,4,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,2,,0.448001693
2014,2,28,,5,,,,,0,28,4,,2,,9,2,2,1,0,0,0,0,1,1,,2,0,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.25,4,4,2,3,2,14,62,14,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,2,2,,,22,,1,,0.448001693
2014,1,40,,4,,,,2,2,35,1,3,3,,,1,1,1,0,0,0,0,1,11,11,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,2,2,3,2,0,70,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,,,3,3,2,,,15,,1,4,0.690295366
2014,1,40,,1,1,,2,2,6,57,3,3,0,1,25,1,1,1,0,0,0,0,7,12,12,2,8,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,1,,,,1,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,3,3,2,2,2,1,71,2,,,2,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,37,,2,,3.13601185
2014,1,40,,1,1,,1,2,2,50,1,0,1,1,,1,1,1,0,0,0,0,2,12,12,2,2,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1.380590733
2014,1,40,,3,,,,2,1,54,3,4,4,,19,1,1,1,0,0,0,0,1,12,12,2,0,2,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,1,3,2,2,71,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,3,0.448001693
2014,7,,,1,1,,2,2,0,,3,0,1,3,16,2,1,1,0,0,0,0,2,12,,2,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,,2,2,2,,,15,,1,,1.380590733
2014,1,40,,3,,,,2,3,61,3,1,0,,9,2,1,1,0,0,0,0,2,12,12,2,6,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,39,3,3,2,3,2,0,64,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,,,4,2,2,,,22,,2,3,1.380590733
2014,3,,40,5,,,,,0,54,3,1,0,,78,2,1,1,0,0,0,0,1,12,,2,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,1,3,2,2,62,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,4,4,2,,,15,,1,4,0.448001693
2014,1,70,,1,1,,2,2,2,47,3,0,0,3,14,1,1,1,8,0,1,1,2,,,2,3,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,3,1,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,2,,0.896003386
2014,1,40,,1,1,,2,2,2,53,1,0,0,3,,1,3,2,8,0,0,0,3,12,,2,7,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,,2,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,3,3,2,3,2,0,66,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,4,,,4,2,2,,,38,1,2,4,1.344005078
2014,1,40,,1,1,,2,2,2,37,1,0,1,1,,2,2,2,8,1,1,1,3,,11,2,7,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,1,2,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,2,2,2,3,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,3,,2,,,39,2,2,4,2.070886099
2014,1,40,,5,,,,,2,38,0,0,0,,,2,3,2,8,0,1,0,3,12,8,2,8,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,17,1,2,,1.344005078
2014,1,39,,3,,,,2,0,31,1,1,1,,,1,1,1,2,0,1,1,2,12,12,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,3,,,,1,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,3,2,3,2,0,67,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,,,4,2,2,,,,,2,,0.896003386
2014,2,15,,2,,,2,,2,69,0,,1,,,2,1,1,0,0,0,0,1,12,,2,5,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,1,,,,2,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.75,2,4,2,3,2,7,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,2,2,,,24,,1,2,0.448001693
2014,1,50,,1,1,,2,2,1,35,3,1,1,3,9,1,1,1,0,1,0,0,2,12,12,2,4,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,2,2,2,2,2,2,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,2,2,,,14,,2,4,0.896003386
2014,2,35,,1,1,,2,2,2,61,3,1,1,2,38,2,1,1,0,0,0,0,2,,,2,5,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,1,2,3,2,0,63,0,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,13,,1,3,0.896003386
2014,5,,,1,1,,2,1,3,80,2,0,0,1,70,1,1,1,8,0,0,0,3,12,,2,7,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,,4,4,2,,,23,,2,,2.070886099
2014,8,,,5,,,,,0,59,0,0,0,,,1,1,1,2,0,0,0,2,,,2,4,1,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,15,,1,,0.896003386
2014,1,45,,5,,,,,0,26,1,1,1,,,1,1,1,1,0,0,0,3,,12,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.75,4,4,2,2,2,5,76,0,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,,4,2,,,,,,2,1,1.344005078
2014,1,60,,4,,,,2,1,50,3,1,1,,51,2,1,1,0,0,0,0,1,12,12,2,7,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,4,1,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,2,3,2,0,67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,4,1,,,15,,1,3,0.448001693
2014,1,40,,5,,,,,2,43,1,1,1,,,2,2,1,0,0,0,1,1,12,12,2,2,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,4,4,2,3,2,0,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,2,3,,,1,,2,1,0.448001693
2014,1,45,,5,,,,,0,30,2,1,1,,55,1,1,1,1,0,0,0,1,12,12,2,0,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3,4,2,3,2,0,72,0,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,15,,1,3,0.690295366
2014,1,40,,1,1,,2,2,4,59,1,,0,3,,1,1,2,8,0,0,0,2,12,12,2,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,4,2,2,2,2,0,70,0,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,14,1,1,4,0.896003386
2014,1,40,,1,1,,2,2,0,32,4,1,1,3,9,2,1,2,8,0,0,0,2,12,12,2,0,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,2,2,2,2,2,0,66,0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,2,4,,,4,2,2,,,,2,1,2,0.896003386
2014,1,40,,1,1,,2,2,2,32,1,0,1,1,,1,3,2,8,1,0,0,2,12,12,2,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,3,2,2,2,0,66,0,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,17,2,2,3,0.896003386
2014,1,40,,1,1,,2,2,3,52,4,4,0,4,34,2,1,2,8,0,0,0,3,12,12,2,0,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,2,3,,,,1,1,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,1,2,2,1,2,1,63,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,4,,,4,1,2,,,5,1,2,5,2.070886099
2014,1,40,,1,1,,2,2,1,42,3,,3,3,42,1,1,1,0,1,0,0,2,12,12,2,2,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,3,4,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,2,2,3,2,10,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,2,2,,,24,,2,4,0.896003386
2014,1,60,,1,1,,2,2,0,29,2,0,3,4,9,1,3,2,8,0,0,0,2,12,12,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,2,2,2,0,73,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,1,5,0.896003386
2014,7,,,2,,,2,,3,81,1,0,0,,,2,1,1,0,0,0,0,1,12,,2,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,3,1,,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,1,,,2,4,2,,,,,1,,0.448001693
2014,1,40,,1,1,,2,2,1,51,4,1,1,4,14,1,3,2,8,0,0,0,2,12,12,2,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,2,1,,1.380590733
2014,2,16,,5,,,,,0,24,3,,4,,71,2,2,1,0,0,0,0,2,6,2,2,5,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.75,3,4,1,3,2,4,65,1,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,1,,,5,1,2,,,,,1,3,0.896003386
2014,5,,,2,,,1,,0,63,1,3,1,,,2,1,1,0,0,0,0,1,9,,2,7,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,1,,0.448001693
2014,1,40,,5,,,,,0,44,4,2,1,,9,2,1,2,8,0,0,0,1,12,12,2,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,2,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,2,2,2,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,4,2,2,,,8,1,1,1,0.690295366
2014,1,30,,5,,,,,0,56,3,,1,,34,2,1,2,8,0,0,0,1,12,12,2,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,1,3,,,,1,,,1,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,3,2,0,66,0,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,38,1,1,,0.690295366
2014,7,,,1,1,,2,2,1,43,3,0,0,3,1,2,3,2,8,0,0,0,3,12,,2,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,1,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,2,2,2,,,38,1,2,,1.344005078
2014,2,14,,5,,,,,0,51,4,4,3,,12,1,1,1,0,0,0,0,1,11,11,2,0,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,2,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.75,3,3,2,3,2,1,70,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,1,3,0.448001693
2014,1,36,,5,,,,,0,32,3,4,3,,42,2,3,1,8,0,0,0,1,11,11,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,3,2,,,,2,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,,1,,0.448001693
2014,8,,,1,1,,2,2,0,47,4,3,3,4,19,2,3,2,8,0,0,0,2,12,12,2,0,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,2,1,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,5,1,2,,,5,1,1,,1.380590733
2014,1,40,,5,,,,,0,47,4,3,1,,55,2,3,2,8,0,0,0,2,12,12,2,4,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,1,2,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3,4,2,2,2,0,64,0,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,2,4,0.896003386
2014,1,55,,1,1,,2,2,0,34,4,4,4,4,14,1,3,2,8,0,0,0,2,12,12,2,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,31,2,1,,0.896003386
2014,1,35,,1,1,,2,2,2,69,4,0,0,4,1,1,1,1,0,0,0,0,2,12,12,2,0,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,2,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,1,,0.896003386
2014,1,50,,1,1,,2,2,0,65,3,1,3,4,16,2,1,1,0,0,0,0,3,12,12,2,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,1,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,1,,1.344005078
