age,age_cat,coninc,coninc_quantiles,degree,ethnic,hs_or_college,race,region,sex,talkspvs,year,vstrat,vpsu,wtsscomp
47,40-49,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2008,2106.0,1.0,2.135340251
32,30-39,31143.75,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2008,2106.0,1.0,1.313234254
72,70+,,,College,Africa,Some college,Black,Middle Atlantic,Male,,2008,2106.0,2.0,0.875489503
40,40-49,99660.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2008,2107.0,1.0,0.437744751
46,40-49,,,HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2111.0,2.0,0.437744751
50,50-59,116270.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2008,2113.0,1.0,0.875489503
24,18-29,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2008,2113.0,1.0,4.377447514
67,60-69,22838.75,"(18455.0, 36306.0]",College,Africa,Some college,Black,Middle Atlantic,Female,,2008,2113.0,2.0,0.437744751
27,18-29,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2008,2113.0,2.0,0.875489503
50,50-59,7474.5,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Middle Atlantic,Male,,2008,2114.0,2.0,1.067670125
50,50-59,56058.75,"(36306.0, 60354.0]",College,Africa,Some college,Black,Middle Atlantic,Male,,2008,2117.0,1.0,0.875489503
24,18-29,22838.75,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,Pacific,Male,,2008,2122.0,1.0,0.875489503
20,18-29,22838.75,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2008,2122.0,1.0,1.313234254
41,40-49,68516.25,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2008,2122.0,1.0,0.875489503
79,70+,31143.75,"(18455.0, 36306.0]",HS or assoc,Mexico,Some college,White,Pacific,Male,,2008,2125.0,1.0,1.067670125
28,18-29,37372.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2008,2126.0,1.0,0.875489503
22,18-29,22838.75,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2126.0,1.0,0.875489503
47,40-49,13495.625,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2008,2126.0,1.0,1.313234254
34,30-39,22838.75,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2126.0,1.0,0.875489503
63,60-69,415.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,Pacific,Female,,2008,2126.0,2.0,0.437744751
21,18-29,17648.125,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Pacific,Male,,2008,2127.0,2.0,1.313234254
40,40-49,11419.375,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2008,2127.0,2.0,0.875489503
50,50-59,26991.25,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2008,2128.0,1.0,1.750979005
24,18-29,83050.0,"(60354.0, 180386.0]",College,Mexico,Some college,White,Pacific,Male,,2008,2128.0,1.0,4.270680501
57,50-59,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,Black,Pacific,Male,,2008,2128.0,2.0,0.875489503
60,60-69,9343.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Pacific,Male,,2008,2130.0,1.0,0.437744751
30,30-39,11419.375,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2008,2130.0,2.0,0.875489503
53,50-59,83050.0,"(60354.0, 180386.0]",College,Mexico,Some college,White,Pacific,Male,,2008,2131.0,1.0,0.437744751
46,40-49,19724.375,"(18455.0, 36306.0]",College,Africa,Some college,Black,Pacific,Female,,2008,2131.0,1.0,0.437744751
37,30-39,56058.75,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2008,2132.0,1.0,0.875489503
69,60-69,6228.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2132.0,1.0,0.437744751
41,40-49,26991.25,"(18455.0, 36306.0]",College,Africa,Some college,Black,East North Central,Female,,2008,2134.0,2.0,0.875489503
54,50-59,1661.0,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,East North Central,Male,,2008,2135.0,2.0,1.750979005
45,40-49,11419.375,"(335.999, 18455.0]",No degree,Mexico,HS or less,Black,East North Central,Female,,2008,2136.0,1.0,0.437744751
23,18-29,15571.875,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,East North Central,Male,,2008,2136.0,1.0,0.875489503
20,18-29,31143.75,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,East North Central,Female,,2008,2136.0,1.0,1.750979005
34,30-39,,,HS or assoc,Mexico,HS or less,White,East North Central,Female,,2008,2136.0,1.0,0.875489503
36,30-39,17648.125,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Male,,2008,2139.0,1.0,0.875489503
63,60-69,45677.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,East North Central,Male,,2008,2140.0,2.0,0.875489503
49,40-49,68516.25,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,East North Central,Male,,2008,2141.0,1.0,0.875489503
47,40-49,99660.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Pacific,Male,,2008,2142.0,1.0,2.188723757
77,70+,22838.75,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2143.0,1.0,0.875489503
26,18-29,11419.375,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2008,2143.0,1.0,3.203010376
27,18-29,9343.125,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2008,2145.0,1.0,0.437744751
28,18-29,68516.25,"(60354.0, 180386.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2008,2145.0,1.0,0.875489503
22,18-29,15571.875,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2008,2145.0,2.0,0.875489503
20,18-29,6228.75,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2008,2147.0,1.0,0.875489503
18,18-29,68516.25,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Pacific,Female,,2008,2147.0,2.0,4.270680501
44,40-49,56058.75,"(36306.0, 60354.0]",No degree,Mexico,HS or less,White,Pacific,Male,,2008,2148.0,1.0,1.313234254
52,50-59,26991.25,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2148.0,1.0,1.313234254
36,30-39,83050.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2008,2148.0,1.0,2.135340251
36,30-39,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,Black,Middle Atlantic,Female,,2008,2150.0,1.0,2.135340251
26,18-29,9343.125,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2150.0,1.0,1.313234254
32,30-39,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,Black,Middle Atlantic,Female,,2008,2150.0,1.0,0.875489503
19,18-29,37372.5,"(36306.0, 60354.0]",No degree,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2150.0,1.0,1.313234254
52,50-59,,,HS or assoc,Africa,Some college,Black,Middle Atlantic,Female,,2008,2150.0,1.0,0.875489503
36,30-39,4567.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2150.0,2.0,0.875489503
42,40-49,31143.75,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2151.0,1.0,0.437744751
40,40-49,5398.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2151.0,2.0,0.437744751
38,30-39,15571.875,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Middle Atlantic,Female,,2008,2151.0,2.0,0.437744751
40,40-49,,,College,Africa,Some college,Black,Middle Atlantic,Female,,2008,2152.0,2.0,2.135340251
48,40-49,83050.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2154.0,1.0,0.875489503
55,50-59,,,HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2008,2154.0,2.0,0.875489503
57,50-59,2906.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2156.0,1.0,0.875489503
61,60-69,9343.125,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2008,2156.0,1.0,0.437744751
70,70+,17648.125,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Male,,2008,2157.0,1.0,1.313234254
28,18-29,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2157.0,2.0,0.875489503
34,30-39,,,No degree,Mexico,HS or less,White,South Atlantic,Female,,2008,2158.0,2.0,0.875489503
24,18-29,,,HS or assoc,Africa,HS or less,Black,East North Central,Female,,2008,2160.0,1.0,1.067670125
40,40-49,6228.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2008,2160.0,1.0,0.437744751
43,40-49,45677.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,East North Central,Male,,2008,2160.0,2.0,0.437744751
30,30-39,,,No degree,Africa,HS or less,Black,East North Central,Female,,2008,2160.0,2.0,1.067670125
50,50-59,83050.0,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,East North Central,Male,,2008,2161.0,1.0,0.437744751
49,40-49,,,College,Africa,Some college,Black,East North Central,Female,,2008,2161.0,1.0,4.270680501
45,40-49,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,,2008,2161.0,2.0,0.875489503
20,18-29,1661.0,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Female,,2008,2163.0,1.0,0.437744751
25,18-29,,,HS or assoc,Africa,HS or less,Black,East North Central,Female,,2008,2163.0,2.0,0.437744751
35,30-39,11419.375,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Male,,2008,2166.0,1.0,0.875489503
33,30-39,19724.375,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,West South Central,Male,,2008,2166.0,1.0,0.875489503
57,50-59,99660.0,"(60354.0, 180386.0]",No degree,Mexico,HS or less,White,West South Central,Male,,2008,2166.0,1.0,0.875489503
33,30-39,45677.5,"(36306.0, 60354.0]",No degree,Africa,HS or less,Black,West South Central,Female,,2008,2166.0,2.0,0.875489503
44,40-49,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2008,2167.0,1.0,0.875489503
22,18-29,26991.25,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,,2008,2167.0,2.0,1.750979005
23,18-29,11419.375,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2008,2167.0,2.0,0.437744751
89,70+,17648.125,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2008,2168.0,1.0,0.875489503
36,30-39,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2008,2168.0,2.0,0.875489503
22,18-29,45677.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Male,,2008,2168.0,2.0,1.750979005
33,30-39,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2169.0,1.0,1.067670125
31,30-39,13495.625,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2008,2169.0,1.0,1.067670125
68,60-69,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2170.0,1.0,0.875489503
30,30-39,116270.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,South Atlantic,Male,,2008,2170.0,1.0,1.313234254
21,18-29,1661.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2171.0,1.0,1.313234254
36,30-39,56058.75,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2008,2173.0,1.0,0.875489503
31,30-39,68516.25,"(60354.0, 180386.0]",College,Mexico,Some college,White,West South Central,Male,,2008,2173.0,2.0,0.875489503
23,18-29,37372.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2008,2174.0,1.0,1.313234254
38,30-39,2906.75,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Female,,2008,2175.0,2.0,0.437744751
33,30-39,19724.375,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Male,,2008,2175.0,2.0,0.437744751
28,18-29,11419.375,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Male,,2008,2176.0,1.0,1.313234254
20,18-29,1661.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2008,2176.0,1.0,0.437744751
22,18-29,415.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,West South Central,Female,,2008,2176.0,1.0,0.437744751
23,18-29,1661.0,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,West South Central,Female,,2008,2176.0,1.0,0.437744751
28,18-29,22838.75,"(18455.0, 36306.0]",College,Africa,Some college,Black,West South Central,Female,,2008,2176.0,1.0,0.437744751
29,18-29,31143.75,"(18455.0, 36306.0]",College,Mexico,Some college,White,New England,Male,,2008,2177.0,1.0,0.437744751
22,18-29,56058.75,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2008,2182.0,1.0,0.875489503
27,18-29,45677.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2008,2182.0,1.0,0.875489503
30,30-39,31143.75,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,South Atlantic,Female,,2008,2184.0,1.0,0.875489503
63,60-69,68516.25,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,,2008,2185.0,1.0,1.067670125
49,40-49,45677.5,"(36306.0, 60354.0]",No degree,Africa,HS or less,Black,Mountain,Male,,2008,2185.0,1.0,0.437744751
50,50-59,26991.25,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Female,,2008,2185.0,1.0,0.437744751
26,18-29,37372.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Female,,2008,2186.0,1.0,0.437744751
23,18-29,31143.75,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Male,,2008,2186.0,2.0,0.875489503
36,30-39,13495.625,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,South Atlantic,Female,,2008,2187.0,1.0,0.437744751
51,50-59,,,No degree,Africa,HS or less,Black,West North Central,Female,,2008,2189.0,1.0,0.437744751
23,18-29,17648.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2192.0,1.0,0.437744751
42,40-49,5398.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,South Atlantic,Male,,2008,2195.0,2.0,1.750979005
54,50-59,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West North Central,Female,,2008,2197.0,2.0,0.875489503
19,18-29,1661.0,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,West North Central,Female,,2008,2197.0,2.0,0.437744751
41,40-49,9343.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West North Central,Male,,2008,2197.0,2.0,0.875489503
23,18-29,31143.75,"(18455.0, 36306.0]",HS or assoc,Mexico,Some college,White,West South Central,Female,,2008,2198.0,1.0,0.875489503
69,60-69,,,No degree,Mexico,HS or less,White,West South Central,Female,,2008,2198.0,1.0,1.067670125
34,30-39,31143.75,"(18455.0, 36306.0]",College,Mexico,Some college,White,West South Central,Male,,2008,2198.0,2.0,0.437744751
46,40-49,37372.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,West South Central,Female,,2008,2198.0,2.0,0.437744751
20,18-29,3737.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2008,2198.0,2.0,0.875489503
41,40-49,19724.375,"(18455.0, 36306.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2008,2200.0,1.0,0.437744751
32,30-39,37372.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2008,2201.0,1.0,0.437744751
34,30-39,37372.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Male,,2008,2201.0,1.0,0.437744751
49,40-49,9343.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2201.0,2.0,0.437744751
29,18-29,4567.75,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2008,2202.0,1.0,1.313234254
26,18-29,11419.375,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2202.0,1.0,1.313234254
29,18-29,13495.625,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2008,2202.0,1.0,0.875489503
28,18-29,56058.75,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2008,2202.0,1.0,2.188723757
23,18-29,22838.75,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Pacific,Female,,2008,2202.0,2.0,0.437744751
56,50-59,5398.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,Pacific,Female,,2008,2205.0,1.0,0.437744751
18,18-29,,,No degree,Mexico,HS or less,White,Mountain,Female,,2008,2209.0,2.0,2.188723757
51,50-59,2906.75,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,Mountain,Male,,2008,2210.0,1.0,0.437744751
49,40-49,1661.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Mountain,Female,,2008,2210.0,1.0,0.437744751
34,30-39,26991.25,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,,2008,2210.0,2.0,1.313234254
31,30-39,7474.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2008,2211.0,1.0,0.437744751
35,30-39,6228.75,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Male,,2008,2211.0,2.0,0.875489503
26,18-29,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,,2008,2211.0,2.0,0.875489503
37,30-39,83050.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,New England,Male,,2008,2213.0,1.0,2.135340251
53,50-59,31143.75,"(18455.0, 36306.0]",College,Africa,Some college,Black,New England,Male,,2008,2213.0,1.0,0.437744751
49,40-49,175621.4138,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,New England,Female,,2008,2213.0,1.0,0.875489503
20,18-29,56058.75,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2214.0,1.0,0.437744751
39,30-39,9343.125,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,Middle Atlantic,Male,,2008,2214.0,1.0,0.437744751
25,18-29,15571.875,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2008,2214.0,2.0,0.437744751
48,40-49,56058.75,"(36306.0, 60354.0]",College,Africa,Some college,Black,Middle Atlantic,Female,,2008,2214.0,2.0,0.437744751
34,30-39,19724.375,"(18455.0, 36306.0]",HS or assoc,Mexico,Some college,Other,East North Central,Female,,2008,2215.0,1.0,0.875489503
23,18-29,13495.625,"(335.999, 18455.0]",HS or assoc,Mexico,Some college,Other,East North Central,Male,,2008,2215.0,1.0,0.437744751
46,40-49,1661.0,"(335.999, 18455.0]",College,Mexico,Some college,White,East North Central,Male,,2008,2216.0,1.0,0.437744751
28,18-29,26991.25,"(18455.0, 36306.0]",College,Mexico,Some college,White,East North Central,Male,,2008,2217.0,1.0,0.875489503
43,40-49,5398.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Female,,2008,2217.0,1.0,0.437744751
52,50-59,68516.25,"(60354.0, 180386.0]",College,Africa,Some college,Black,East North Central,Male,,2008,2217.0,1.0,3.203010376
53,50-59,1661.0,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Male,,2008,2217.0,2.0,0.437744751
62,60-69,11419.375,"(335.999, 18455.0]",HS or assoc,Africa,Some college,Black,East North Central,Male,,2008,2217.0,2.0,1.067670125
53,50-59,17648.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2008,2217.0,2.0,0.875489503
27,18-29,17648.125,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,West North Central,Male,,2008,2218.0,2.0,0.875489503
31,30-39,56058.75,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2008,2219.0,1.0,1.067670125
36,30-39,9343.125,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,East North Central,Male,,2008,2219.0,1.0,0.437744751
45,40-49,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2008,2219.0,2.0,0.437744751
31,30-39,99660.0,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,East South Atlantic,Male,,2008,2219.0,2.0,2.135340251
27,18-29,22838.75,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2008,2219.0,2.0,0.875489503
38,30-39,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2008,2219.0,2.0,0.875489503
23,18-29,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2220.0,1.0,0.437744751
36,30-39,17648.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
23,18-29,17648.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,1.067670125
60,60-69,31143.75,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
51,50-59,4567.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
46,40-49,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
78,70+,6228.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
48,40-49,415.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
27,18-29,26991.25,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2221.0,1.0,1.313234254
56,50-59,3737.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2221.0,1.0,0.437744751
55,50-59,17648.125,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,3.203010376
53,50-59,6228.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,2.626468508
31,30-39,7474.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2221.0,1.0,0.437744751
25,18-29,11419.375,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2008,2221.0,2.0,0.437744751
48,40-49,,,No degree,Africa,HS or less,Black,West South Central,Female,,2008,2221.0,2.0,1.750979005
46,40-49,31143.75,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2008,2221.0,2.0,0.875489503
46,40-49,,,No degree,Africa,HS or less,Black,West South Central,Female,,2008,2221.0,2.0,0.875489503
43,40-49,45677.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2222.0,1.0,0.437744751
35,30-39,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2222.0,1.0,0.437744751
27,18-29,,,No degree,Mexico,HS or less,Other,South Atlantic,Male,,2008,2222.0,1.0,1.313234254
53,50-59,83050.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2222.0,2.0,0.875489503
36,30-39,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2008,2222.0,2.0,0.875489503
29,18-29,37372.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2222.0,2.0,0.875489503
58,50-59,99660.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Male,,2008,2222.0,2.0,2.188723757
60,60-69,99660.0,"(60354.0, 180386.0]",HS or assoc,Africa,Some college,Black,South Atlantic,Female,,2008,2222.0,2.0,0.875489503
33,30-39,83050.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2008,2222.0,2.0,0.875489503
69,60-69,22838.75,"(18455.0, 36306.0]",College,Africa,Some college,Black,East South Atlantic,Male,,2008,2223.0,1.0,0.875489503
41,40-49,22838.75,"(18455.0, 36306.0]",HS or assoc,Mexico,Some college,White,West South Central,Female,,2008,2223.0,2.0,2.135340251
49,40-49,6228.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2008,2223.0,2.0,2.626468508
33,30-39,26991.25,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2008,2223.0,2.0,0.875489503
35,30-39,26991.25,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2008,2223.0,2.0,2.135340251
46,40-49,56058.75,"(36306.0, 60354.0]",College,Mexico,Some college,White,West South Central,Female,,2008,2223.0,2.0,1.067670125
33,30-39,13495.625,"(335.999, 18455.0]",College,Mexico,Some college,Other,West South Central,Male,,2008,2223.0,2.0,0.875489503
42,40-49,83050.0,"(60354.0, 180386.0]",College,Mexico,Some college,Other,West South Central,Male,,2008,2223.0,2.0,2.135340251
35,30-39,22838.75,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Male,,2008,2223.0,2.0,0.875489503
61,60-69,26991.25,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,,2008,2223.0,2.0,1.750979005
37,30-39,17648.125,"(335.999, 18455.0]",College,Mexico,Some college,White,West South Central,Female,,2008,2223.0,2.0,0.875489503
35,30-39,19724.375,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,West South Central,Female,,2008,2223.0,2.0,0.875489503
30,30-39,26991.25,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,West South Central,Male,,2008,2223.0,2.0,1.067670125
47,40-49,2906.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2008,2223.0,2.0,0.437744751
