age,age_cat,coninc,coninc_quantiles,degree,ethnic,hs_or_college,race,region,sex,talkspvs,year,vstrat,vpsu,wtsscomp
33,30-39,17551.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,South Atlantic,Female,,2014,3116.0,2.0,0.896003386
38,30-39,24017.5,"(18455.0, 36306.0]",HS or assoc,Africa,Some college,Black,South Atlantic,Female,A little,2014,3116.0,2.0,0.448001693
46,40-49,20322.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3116.0,2.0,1.344005078
55,50-59,60967.5,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,Extremely,2014,3116.0,2.0,0.690295366
22,18-29,27712.5,"(18455.0, 36306.0]",HS or assoc,Africa,Some college,Black,South Atlantic,Female,Very,2014,3117.0,1.0,0.896003386
70,70+,20322.5,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Female,,2014,3117.0,1.0,0.448001693
36,30-39,60967.5,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,A little,2014,3117.0,1.0,0.690295366
60,60-69,160742.2179,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,Somewhat,2014,3117.0,2.0,1.380590733
38,30-39,33255.0,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Female,,2014,3117.0,2.0,0.448001693
32,30-39,60967.5,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,Somewhat,2014,3117.0,2.0,0.896003386
52,50-59,27712.5,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Male,,2014,3118.0,1.0,0.896003386
22,18-29,6651.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Not comfortable at all,2014,3118.0,1.0,0.896003386
25,18-29,60967.5,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Male,Somewhat,2014,3118.0,1.0,1.344005078
42,40-49,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3118.0,1.0,0.448001693
46,40-49,33255.0,"(18455.0, 36306.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2014,3118.0,1.0,0.896003386
29,18-29,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,New England,Female,,2014,3119.0,2.0,0.448001693
55,50-59,3325.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,New England,Male,,2014,3121.0,1.0,0.448001693
34,30-39,73900.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2014,3122.0,1.0,0.896003386
51,50-59,,,HS or assoc,Africa,HS or less,Black,Pacific,Female,Not comfortable at all,2014,3122.0,2.0,0.896003386
34,30-39,60967.5,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Pacific,Female,Not comfortable at all,2014,3122.0,2.0,0.448001693
31,30-39,17551.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,Somewhat,2014,3122.0,2.0,1.344005078
23,18-29,27712.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2014,3123.0,1.0,2.240008464
21,18-29,103460.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2014,3123.0,1.0,1.344005078
33,30-39,49882.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,Very,2014,3123.0,1.0,1.344005078
29,18-29,88680.0,"(60354.0, 180386.0]",College,Mexico,Some college,White,Pacific,Male,A little,2014,3123.0,1.0,0.896003386
61,60-69,,,HS or assoc,Mexico,HS or less,White,Pacific,Male,,2014,3123.0,2.0,1.380590733
64,60-69,,,HS or assoc,Mexico,HS or less,White,West South Central,Female,,2014,3124.0,1.0,1.380590733
65,60-69,6651.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2014,3124.0,2.0,0.896003386
55,50-59,20322.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,West South Central,Male,Very,2014,3124.0,2.0,0.896003386
55,50-59,33255.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,Very,2014,3124.0,2.0,0.690295366
54,50-59,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Male,Very,2014,3124.0,2.0,0.896003386
75,70+,8313.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2014,3124.0,2.0,0.448001693
45,40-49,33255.0,"(18455.0, 36306.0]",HS or assoc,Africa,Some college,Black,West South Central,Female,Very,2014,3125.0,1.0,0.896003386
47,40-49,17551.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2014,3125.0,2.0,0.896003386
74,70+,103460.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,,2014,3125.0,2.0,1.380590733
66,60-69,49882.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,West South Central,Male,,2014,3125.0,2.0,0.896003386
70,70+,17551.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2014,3125.0,2.0,1.380590733
53,50-59,49882.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2014,3125.0,2.0,1.380590733
81,70+,,,HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3126.0,1.0,1.792006771
55,50-59,1478.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2014,3127.0,1.0,0.448001693
26,18-29,8313.75,"(335.999, 18455.0]",HS or assoc,Africa,Some college,Black,Middle Atlantic,Female,,2014,3127.0,1.0,0.690295366
49,40-49,8313.75,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,Middle Atlantic,Female,,2014,3127.0,1.0,0.690295366
32,30-39,6651.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,,2014,3127.0,1.0,1.344005078
37,30-39,49882.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,Middle Atlantic,Female,Somewhat,2014,3127.0,2.0,0.448001693
25,18-29,24017.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2014,3127.0,2.0,0.448001693
31,30-39,13856.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West South Central,Female,,2014,3128.0,1.0,0.896003386
64,60-69,17551.25,"(335.999, 18455.0]",College,Africa,Some college,Black,West South Central,Female,,2014,3128.0,1.0,0.448001693
19,18-29,160742.2179,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,West South Central,Male,Somewhat,2014,3128.0,1.0,0.896003386
40,40-49,27712.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,A little,2014,3128.0,1.0,0.896003386
33,30-39,15703.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,Black,West South Central,Male,Not comfortable at all,2014,3128.0,1.0,0.896003386
47,40-49,20322.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2014,3128.0,1.0,0.896003386
25,18-29,40645.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Male,,2014,3128.0,1.0,1.344005078
20,18-29,,,HS or assoc,Mexico,HS or less,White,West South Central,Female,,2014,3128.0,1.0,1.792006771
32,30-39,73900.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Female,Extremely,2014,3128.0,1.0,0.896003386
32,30-39,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,Somewhat,2014,3128.0,2.0,0.448001693
39,30-39,49882.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Male,Extremely,2014,3129.0,1.0,0.448001693
40,40-49,17551.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3129.0,1.0,0.448001693
64,60-69,,,No degree,Mexico,HS or less,White,South Atlantic,Female,,2014,3129.0,1.0,1.344005078
61,60-69,88680.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Male,Very,2014,3129.0,1.0,0.896003386
21,18-29,24017.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,A little,2014,3129.0,1.0,0.896003386
29,18-29,73900.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,A little,2014,3129.0,1.0,1.380590733
59,50-59,49882.5,"(36306.0, 60354.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2014,3129.0,1.0,0.896003386
32,30-39,13856.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3129.0,1.0,0.690295366
37,30-39,17551.25,"(335.999, 18455.0]",HS or assoc,Mexico,Some college,White,South Atlantic,Male,Somewhat,2014,3129.0,2.0,1.792006771
53,50-59,49882.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,Not comfortable at all,2014,3129.0,2.0,0.448001693
58,50-59,88680.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,Very,2014,3129.0,2.0,1.380590733
73,70+,49882.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2014,3130.0,1.0,1.380590733
32,30-39,24017.5,"(18455.0, 36306.0]",HS or assoc,Africa,Some college,Black,South Atlantic,Female,Somewhat,2014,3130.0,1.0,1.380590733
25,18-29,8313.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Very,2014,3130.0,2.0,1.344005078
55,50-59,8313.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3130.0,2.0,1.344005078
39,30-39,33255.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Extremely,2014,3130.0,2.0,0.690295366
20,18-29,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3130.0,2.0,2.761181466
75,70+,49882.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,Very,2014,3131.0,1.0,0.896003386
63,60-69,73900.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Female,Somewhat,2014,3131.0,1.0,0.690295366
40,40-49,13856.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,South Atlantic,Male,Very,2014,3131.0,2.0,0.896003386
40,40-49,,,HS or assoc,Mexico,HS or less,White,East North Central,Female,,2014,3132.0,1.0,1.380590733
66,60-69,40645.0,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,,2014,3132.0,1.0,0.896003386
59,50-59,33255.0,"(18455.0, 36306.0]",College,Africa,Some college,Black,East North Central,Male,,2014,3132.0,1.0,0.690295366
56,50-59,4803.5,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,East North Central,Female,,2014,3132.0,1.0,0.896003386
26,18-29,8313.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,Extremely,2014,3132.0,1.0,0.896003386
26,18-29,49882.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2014,3132.0,1.0,1.380590733
54,50-59,27712.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,East North Central,Male,,2014,3132.0,2.0,0.448001693
30,30-39,40645.0,"(36306.0, 60354.0]",HS or assoc,Africa,Some college,Black,East North Central,Female,Very,2014,3132.0,2.0,0.896003386
25,18-29,20322.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,Not comfortable at all,2014,3132.0,2.0,1.380590733
25,18-29,33255.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,Somewhat,2014,3132.0,2.0,1.380590733
73,70+,49882.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,East North Central,Male,,2014,3132.0,2.0,0.448001693
59,50-59,10161.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Pacific,Female,,2014,3133.0,2.0,0.448001693
34,30-39,,,HS or assoc,Mexico,Some college,Other,Pacific,Female,Very,2014,3133.0,2.0,0.690295366
51,50-59,49882.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,,2014,3133.0,2.0,2.070886099
54,50-59,27712.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,Other,Pacific,Female,,2014,3133.0,2.0,0.896003386
58,50-59,33255.0,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,Mountain,Female,Very,2014,3134.0,1.0,0.448001693
60,60-69,49882.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,Not comfortable at all,2014,3134.0,2.0,1.344005078
52,50-59,8313.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Mountain,Male,,2014,3134.0,2.0,0.448001693
43,40-49,40645.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,Mountain,Female,Very,2014,3134.0,2.0,0.896003386
34,30-39,27712.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,Mountain,Male,Very,2014,3134.0,2.0,1.344005078
22,18-29,,,No degree,Africa,HS or less,Black,West North Central,Male,,2014,3135.0,1.0,1.344005078
25,18-29,4064.5,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,West North Central,Female,,2014,3135.0,1.0,0.690295366
38,30-39,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,Some college,Black,West North Central,Male,,2014,3135.0,1.0,0.448001693
27,18-29,17551.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2014,3136.0,1.0,2.240008464
62,60-69,,,HS or assoc,Mexico,HS or less,White,Pacific,Female,,2014,3136.0,1.0,2.761181466
22,18-29,12008.75,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,Pacific,Female,,2014,3136.0,2.0,2.070886099
24,18-29,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,Not comfortable at all,2014,3136.0,2.0,1.380590733
23,18-29,24017.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,,2014,3136.0,2.0,1.792006771
51,50-59,,,College,Mexico,Some college,White,Pacific,Female,Very,2014,3136.0,2.0,2.070886099
42,40-49,40645.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,Very,2014,3136.0,2.0,1.344005078
31,30-39,60967.5,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,Pacific,Male,,2014,3136.0,2.0,1.792006771
78,70+,12008.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Pacific,Female,,2014,3136.0,2.0,0.448001693
43,40-49,73900.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Male,Extremely,2014,3137.0,1.0,1.380590733
40,40-49,24017.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,,2014,3137.0,1.0,0.896003386
40,40-49,40645.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Male,,2014,3137.0,1.0,1.344005078
75,70+,,,No degree,Africa,HS or less,Black,East North Central,Male,,2014,3138.0,1.0,0.448001693
23,18-29,33255.0,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,Very,2014,3138.0,1.0,0.896003386
22,18-29,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2014,3138.0,1.0,0.448001693
29,18-29,20322.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,Not comfortable at all,2014,3138.0,1.0,0.448001693
40,40-49,,,HS or assoc,Africa,HS or less,Black,West North Central,Male,Somewhat,2014,3138.0,2.0,0.448001693
51,50-59,49882.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,West North Central,Female,,2014,3138.0,2.0,0.896003386
66,60-69,160742.2179,"(60354.0, 180386.0]",College,Africa,Some college,Black,West North Central,Female,Very,2014,3138.0,2.0,0.448001693
41,40-49,13856.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,West North Central,Female,,2014,3138.0,2.0,1.344005078
60,60-69,160742.2179,"(60354.0, 180386.0]",College,Africa,Some college,Black,West North Central,Male,Not comfortable at all,2014,3138.0,2.0,0.448001693
30,30-39,17551.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3139.0,1.0,0.896003386
72,70+,40645.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,South Atlantic,Female,,2014,3139.0,1.0,1.380590733
46,40-49,33255.0,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Male,,2014,3139.0,1.0,0.896003386
59,50-59,8313.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,South Atlantic,Male,Extremely,2014,3139.0,1.0,0.896003386
51,50-59,103460.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3139.0,1.0,1.344005078
66,60-69,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3139.0,1.0,0.448001693
78,70+,17551.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3139.0,1.0,0.896003386
35,30-39,40645.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,South Atlantic,Female,Extremely,2014,3139.0,1.0,1.380590733
21,18-29,,,HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3139.0,1.0,1.380590733
58,50-59,27712.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Somewhat,2014,3139.0,1.0,0.896003386
45,40-49,49882.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Male,Extremely,2014,3139.0,2.0,0.448001693
21,18-29,49882.5,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,Other,Pacific,Female,Somewhat,2014,3139.0,2.0,1.792006771
31,30-39,60967.5,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,,2014,3140.0,1.0,1.380590733
51,50-59,10161.25,"(335.999, 18455.0]",College,Africa,Some college,Black,Middle Atlantic,Male,Very,2014,3140.0,1.0,0.448001693
56,50-59,60967.5,"(60354.0, 180386.0]",College,Africa,Some college,Black,South Atlantic,Male,,2014,3140.0,2.0,0.896003386
42,40-49,17551.25,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,Very,2014,3140.0,2.0,1.380590733
53,50-59,20322.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Very,2014,3140.0,2.0,0.448001693
37,30-39,27712.5,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Female,Very,2014,3140.0,2.0,0.448001693
30,30-39,27712.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Extremely,2014,3140.0,2.0,0.448001693
39,30-39,6651.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Female,,2014,3141.0,1.0,0.448001693
51,50-59,4803.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East North Central,Male,,2014,3141.0,1.0,0.448001693
41,40-49,,,HS or assoc,Mexico,HS or less,White,West South Central,Female,,2014,3141.0,2.0,0.896003386
52,50-59,27712.5,"(18455.0, 36306.0]",College,Africa,Some college,Black,West South Central,Female,,2014,3141.0,2.0,1.380590733
39,30-39,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,Some college,White,West South Central,Female,,2014,3141.0,2.0,0.896003386
22,18-29,4064.5,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Female,Somewhat,2014,3141.0,2.0,1.792006771
26,18-29,1478.0,"(335.999, 18455.0]",College,Mexico,Some college,White,West South Central,Female,,2014,3141.0,2.0,0.896003386
26,18-29,8313.75,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,Not comfortable at all,2014,3141.0,2.0,0.896003386
56,50-59,12008.75,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,West South Central,Female,Somewhat,2014,3141.0,2.0,1.380590733
43,40-49,20322.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,West South Central,Female,,2014,3141.0,2.0,0.896003386
56,50-59,73900.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,Somewhat,2014,3141.0,2.0,0.690295366
70,70+,8313.75,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,West South Central,Female,,2014,3141.0,2.0,0.448001693
67,60-69,4064.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Male,,2014,3141.0,2.0,0.448001693
33,30-39,10161.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,West South Central,Female,A little,2014,3141.0,2.0,0.690295366
36,30-39,24017.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Female,,2014,3141.0,2.0,1.344005078
43,40-49,40645.0,"(36306.0, 60354.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,Somewhat,2014,3141.0,2.0,0.448001693
32,30-39,24017.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,Very,2014,3141.0,2.0,1.344005078
36,30-39,88680.0,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,,2014,3141.0,2.0,0.690295366
63,60-69,160742.2179,"(60354.0, 180386.0]",HS or assoc,Mexico,HS or less,White,West South Central,Male,,2014,3141.0,2.0,0.448001693
62,60-69,88680.0,"(60354.0, 180386.0]",College,Africa,Some college,Black,East North Central,Female,,2014,3142.0,1.0,0.896003386
62,60-69,20322.5,"(18455.0, 36306.0]",No degree,Mexico,HS or less,White,East North Central,Male,A little,2014,3142.0,1.0,0.896003386
35,30-39,17551.25,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,East North Central,Female,,2014,3142.0,1.0,1.344005078
53,50-59,33255.0,"(18455.0, 36306.0]",College,Africa,Some college,Black,East North Central,Female,Somewhat,2014,3142.0,2.0,0.448001693
32,30-39,40645.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,East North Central,Female,,2014,3142.0,2.0,0.448001693
44,40-49,369.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,Other,Mountain,Female,,2014,3143.0,1.0,0.690295366
21,18-29,1478.0,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,Mountain,Female,,2014,3143.0,1.0,0.896003386
49,40-49,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Mountain,Male,Very,2014,3143.0,1.0,0.448001693
37,30-39,24017.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,Other,Mountain,Female,Somewhat,2014,3143.0,1.0,2.761181466
50,50-59,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,Mountain,Female,,2014,3143.0,1.0,0.896003386
50,50-59,60967.5,"(60354.0, 180386.0]",No degree,Mexico,HS or less,White,Mountain,Male,,2014,3143.0,1.0,1.344005078
34,30-39,,,No degree,Mexico,HS or less,Other,Mountain,Female,,2014,3143.0,1.0,0.896003386
61,60-69,,,HS or assoc,Africa,HS or less,Black,East North Central,Female,,2014,3143.0,2.0,0.690295366
60,60-69,,,No degree,Mexico,HS or less,Other,Mountain,Female,,2014,3144.0,1.0,2.070886099
74,70+,,,HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2014,3144.0,2.0,0.896003386
19,18-29,369.5,"(335.999, 18455.0]",No degree,Mexico,HS or less,White,East South Atlantic,Female,,2014,3144.0,2.0,0.690295366
44,40-49,60967.5,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,New England,Female,,2014,3145.0,1.0,0.896003386
20,18-29,,,HS or assoc,Africa,HS or less,Black,Middle Atlantic,Male,Very,2014,3146.0,1.0,1.344005078
23,18-29,6651.0,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,Middle Atlantic,Female,Very,2014,3146.0,1.0,0.896003386
46,40-49,13856.25,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,Middle Atlantic,Male,Somewhat,2014,3146.0,2.0,0.690295366
21,18-29,49882.5,"(36306.0, 60354.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,Somewhat,2014,3147.0,1.0,1.344005078
64,60-69,12008.75,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3147.0,2.0,1.380590733
21,18-29,6651.0,"(335.999, 18455.0]",HS or assoc,Mexico,HS or less,Other,South Atlantic,Male,,2014,3148.0,1.0,1.380590733
49,40-49,4064.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,,2014,3148.0,1.0,0.448001693
39,30-39,10161.25,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,Not comfortable at all,2014,3148.0,1.0,0.896003386
61,60-69,12008.75,"(335.999, 18455.0]",No degree,Africa,HS or less,Black,South Atlantic,Female,,2014,3148.0,1.0,0.448001693
25,18-29,4803.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3148.0,2.0,0.448001693
37,30-39,20322.5,"(18455.0, 36306.0]",College,Africa,Some college,Black,South Atlantic,Female,,2014,3148.0,2.0,0.448001693
45,40-49,27712.5,"(18455.0, 36306.0]",No degree,Africa,HS or less,Black,South Atlantic,Male,A little,2014,3148.0,2.0,0.896003386
30,30-39,3325.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,,2014,3148.0,2.0,0.448001693
59,50-59,88680.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Extremely,2014,3149.0,1.0,0.896003386
30,30-39,20322.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Male,Very,2014,3149.0,1.0,1.344005078
25,18-29,24017.5,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,South Atlantic,Male,Somewhat,2014,3149.0,1.0,0.896003386
46,40-49,27712.5,"(18455.0, 36306.0]",HS or assoc,Africa,HS or less,Black,South Atlantic,Female,Not comfortable at all,2014,3149.0,2.0,1.380590733
47,40-49,33255.0,"(18455.0, 36306.0]",HS or assoc,Mexico,HS or less,White,South Atlantic,Male,Not comfortable at all,2014,3150.0,1.0,0.896003386
47,40-49,,,HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2014,3150.0,2.0,1.344005078
82,70+,369.5,"(335.999, 18455.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Female,,2014,3150.0,2.0,0.448001693
41,40-49,40645.0,"(36306.0, 60354.0]",College,Africa,Some college,Black,East South Atlantic,Female,,2014,3151.0,1.0,0.690295366
43,40-49,49882.5,"(36306.0, 60354.0]",College,Africa,Some college,Black,East South Atlantic,Female,Very,2014,3151.0,1.0,0.896003386
22,18-29,8313.75,"(335.999, 18455.0]",College,Africa,Some college,Black,East South Atlantic,Female,,2014,3151.0,1.0,0.448001693
20,18-29,103460.0,"(60354.0, 180386.0]",HS or assoc,Africa,HS or less,Black,East South Atlantic,Male,,2014,3151.0,1.0,2.761181466
