year,age,educ,degree,sex,race,partyid,othlang,letin1a,coninc,vstrat,vpsu,wtssnrps,prez,age_c,decrease_imm
2010,37,9,1,2,2,2,2,4,17061.625,2355,1,1.502845525,1,30,1
2010,75,10,0,1,2,0,2,,7226.1,2355,1,0.677633847,1,70,
2010,25,12,1,2,2,5,2,2,11039.875,2355,1,0.347058315,1,18,0
2010,63,12,1,1,2,4,2,4,19068.875,2355,1,0.638530187,1,60,1
2010,29,14,2,2,2,2,2,3,11039.875,2355,1,0.631015118,1,18,0
2010,26,12,1,2,2,4,2,,7226.1,2355,1,2.207252526,1,18,
2010,37,12,1,2,2,3,2,4,9032.625,2355,1,0.300569105,1,30,1
2010,51,8,0,2,2,0,2,4,4415.95,2355,1,0.269593596,1,50,1
2010,21,11,0,1,2,5,2,4,66239.25,2355,1,0.917558552,1,18,1
2010,54,12,1,2,2,5,2,5,44159.5,2355,1,1.633101444,1,50,1
2010,64,10,0,2,2,0,2,,6021.75,2355,1,0.269593596,1,60,
2010,47,11,0,2,2,0,2,5,9032.625,2355,1,0.786969885,1,40,1
2010,40,16,3,2,2,1,2,5,15054.375,2355,1,0.516188988,1,40,1
2010,32,13,1,2,1,4,2,,80290,2355,1,0.544221522,1,30,
2010,44,16,3,2,1,0,2,3,80290,2355,1,0.640445586,1,40,0
2010,67,14,1,1,1,6,2,5,44159.5,2355,1,1.041170314,1,60,1
2010,34,12,1,2,2,1,2,,54195.75,2355,1,0.451291541,1,30,
2010,54,14,1,2,1,4,2,,54195.75,2355,1,1.118108576,1,50,
2010,27,18,3,2,1,4,1,5,44159.5,2355,1,0.871251395,1,18,1
2010,68,14,1,1,1,2,2,3,96348,2355,1,1.390531857,1,60,0
2010,70,18,4,2,1,3,2,2,,2355,1,0.645739318,1,70,0
2010,47,14,2,1,1,1,2,5,66239.25,2355,1,1.482765335,1,40,1
2010,48,8,0,1,2,1,1,4,36130.5,2355,2,0.552616378,1,40,1
2010,59,9,0,1,3,0,1,3,,2355,2,1.161524545,1,50,0
2010,42,14,1,1,2,0,2,1,22079.75,2355,2,0.507050996,1,40,0
2010,34,18,4,2,2,2,2,,96348,2355,2,1.006152604,1,30,
2010,62,13,1,1,2,0,2,3,,2355,2,1.501249703,1,60,0
2010,58,15,1,1,1,2,1,,11039.875,2355,2,0.576469611,1,50,
2010,46,14,1,1,2,0,2,,22079.75,2355,2,0.507050996,1,40,
2010,46,4,0,1,3,1,1,1,,2355,2,0.707110094,1,40,0
2010,37,12,0,2,2,1,2,4,,2355,2,1.168553361,1,30,1
2010,30,10,0,1,2,4,2,3,401.45,2355,2,0.409720008,1,30,0
2010,81,7,0,1,2,0,2,,,2355,2,0.367943316,1,80,
2010,26,19,3,2,1,4,1,,152908.1861,2355,2,0.495906856,1,18,
2010,52,17,3,2,1,3,1,4,26094.25,2355,2,0.439349339,1,50,1
2010,89,18,4,2,1,6,2,3,96348,2355,2,0.483430108,1,80,0
2010,80,12,1,2,1,5,2,,54195.75,2356,1,0.802713302,1,80,
2010,48,16,3,1,1,1,2,5,152908.1861,2356,1,0.47538453,1,40,1
2010,71,18,4,2,1,0,2,,54195.75,2356,1,0.332409507,1,70,
2010,39,16,3,1,1,6,2,4,30108.75,2356,1,1.555970748,1,30,1
2010,36,16,3,1,1,4,2,,80290,2356,1,1.196409149,1,30,
2010,80,16,3,2,1,5,1,4,66239.25,2356,1,0.332409507,1,80,1
2010,72,16,4,2,1,3,1,,,2356,1,0.332409507,1,70,
2010,26,17,3,1,1,1,2,,66239.25,2356,1,0.596071609,1,18,
2010,42,19,4,1,1,6,2,,96348,2356,1,0.722178545,1,40,
2010,39,20,4,2,1,2,1,4,112406,2356,1,0.765121665,1,30,1
2010,79,16,4,2,1,0,2,,30108.75,2356,1,0.860578063,1,70,
2010,62,18,4,1,1,2,1,1,54195.75,2356,1,0.601196745,1,60,0
2010,42,14,1,1,1,3,1,,22079.75,2356,1,1.280154401,1,40,
2010,38,14,2,2,2,0,2,1,22079.75,2356,1,0.511487666,1,30,0
2010,32,15,2,2,2,2,1,3,36130.5,2356,1,0.614296573,1,30,0
2010,47,16,3,2,1,1,2,3,36130.5,2356,1,0.320437593,1,40,0
2010,51,9,0,2,1,1,2,,9032.625,2356,1,0.724592375,1,50,
2010,77,9,0,2,2,3,2,4,7226.1,2356,1,0.27764305,1,70,1
2010,31,18,3,2,2,0,2,3,26094.25,2356,1,0.445246516,1,30,0
2010,35,16,3,1,1,1,2,,80290,2356,1,0.658025032,1,30,
2010,48,10,1,2,2,0,2,5,13047.125,2356,1,0.770420591,1,40,1
2010,55,12,1,2,1,1,2,,,2356,1,1.007994811,1,50,
2010,83,12,1,2,1,5,2,3,54195.75,2356,1,0.69429715,1,80,0
2010,44,16,3,2,1,6,2,,152908.1861,2356,1,1.007413278,1,40,
2010,44,18,3,2,2,7,2,3,36130.5,2356,1,0.265720427,1,40,0
2010,51,12,1,1,2,0,1,5,1605.8,2356,1,0.328698438,1,50,1
2010,30,16,3,1,1,1,2,,80290,2356,1,1.196409149,1,30,
2010,47,16,4,2,1,0,2,3,112406,2356,1,0.512605575,1,40,0
2010,58,16,3,2,1,7,2,4,66239.25,2356,1,0.555440382,1,50,1
2010,65,12,1,1,1,6,2,3,26094.25,2356,2,0.681465825,1,60,0
2010,32,13,1,2,1,0,1,,26094.25,2356,2,0.883218151,1,30,
2010,83,18,4,2,1,3,2,4,44159.5,2356,2,0.351534277,1,80,1
2010,42,13,1,1,1,3,1,,44159.5,2356,2,0.70697145,1,40,
2010,25,16,3,2,3,0,1,,15054.375,2356,2,0.382629862,1,18,
2010,39,19,4,1,2,1,2,2,66239.25,2356,2,0.295793936,1,30,0
2010,43,13,1,1,1,5,2,,66239.25,2356,2,0.70697145,1,40,
2010,50,12,1,2,2,3,2,,26094.25,2356,2,0.356504806,1,50,
2010,70,16,4,1,2,0,2,5,66239.25,2356,2,1.341589023,1,70,1
2010,71,12,1,2,2,0,2,5,401.45,2356,2,0.334875823,1,70,1
2010,27,16,3,1,1,2,2,2,26094.25,2356,2,0.411875445,1,18,0
2010,22,14,1,1,1,5,1,,112406,2356,2,0.473151844,1,18,
2010,25,16,3,1,1,5,2,3,152908.1861,2356,2,0.411875445,1,18,0
2010,19,14,1,1,1,0,1,3,152908.1861,2356,2,0.473151844,1,18,0
2010,86,16,3,2,1,6,2,5,96348,2356,2,0.351534277,1,80,1
2010,49,16,3,2,1,6,2,5,,2356,2,1.216504991,1,40,1
2010,45,17,3,1,1,5,2,5,152908.1861,2356,2,1.31880934,1,40,1
2010,50,17,3,1,1,4,2,,96348,2356,2,0.663457452,1,50,
2010,54,13,1,1,1,1,2,,152908.1861,2356,2,0.419189505,1,50,
2010,40,17,3,2,1,6,2,,96348,2356,2,0.44541725,1,40,
2010,44,13,1,1,1,4,2,5,80290,2356,2,0.577529167,1,40,1
2010,40,16,3,1,3,5,2,,66239.25,2356,2,0.846075288,1,40,
2010,44,20,3,2,1,1,2,4,44159.5,2356,2,0.338873574,1,40,1
2010,72,18,4,1,1,4,2,3,66239.25,2356,2,0.671910046,1,70,0
2010,78,12,1,1,1,5,2,5,,2356,2,0.4612476,1,70,1
2010,53,12,1,1,1,7,2,3,401.45,2356,2,0.419189505,1,50,0
2010,89,16,3,2,2,0,2,4,401.45,2356,2,0.291507115,1,80,1
2010,29,12,1,1,1,4,1,3,17061.625,2356,2,0.473151844,1,18,0
2010,58,16,3,1,1,4,2,,36130.5,2356,2,0.364901599,1,50,
2010,52,16,3,1,1,5,2,5,44159.5,2356,2,0.364901599,1,50,1
2010,68,16,3,1,1,6,2,5,54195.75,2357,1,0.903301818,1,60,1
2010,56,11,1,1,3,3,1,3,13047.125,2357,1,1.501204829,1,50,0
2010,24,14,1,1,2,3,2,,152908.1861,2357,1,4.413523284,1,18,
2010,33,12,1,2,2,1,2,3,19068.875,2357,1,0.669307201,1,30,0
2010,43,17,3,1,1,6,2,2,112406,2357,1,0.870768897,1,40,0
2010,37,16,4,2,1,2,1,,96348,2357,1,0.502181784,1,30,
2010,41,15,2,2,1,3,2,4,36130.5,2357,1,0.875801608,1,40,1
2010,42,20,4,1,1,1,2,4,3613.05,2357,1,0.478922894,1,40,1
2010,27,16,2,2,2,6,2,,54195.75,2357,1,0.538651596,1,18,
2010,35,16,3,1,1,1,2,3,30108.75,2357,1,0.441371083,1,30,0
2010,31,16,3,1,1,2,2,,,2357,1,1.146608314,1,30,
2010,31,17,4,2,1,7,2,,152908.1861,2357,1,0.580209621,1,30,
2010,38,14,2,2,2,2,2,3,54195.75,2357,1,1.507640143,1,30,0
2010,28,16,3,1,1,6,2,4,44159.5,2357,1,2.20014842,1,18,1
2010,31,14,1,2,3,3,1,2,152908.1861,2357,1,1.353040124,1,30,0
2010,53,16,3,1,1,6,2,,152908.1861,2357,1,1.377885291,1,50,
2010,51,18,4,1,1,7,2,,112406,2357,1,1.230919681,1,50,
2010,31,14,2,1,3,5,2,5,36130.5,2357,1,0.53800124,1,30,1
2010,30,12,1,2,2,1,2,3,17061.625,2357,1,0.669307201,1,30,0
2010,29,12,1,2,2,3,2,3,15054.375,2357,1,0.77282936,1,18,0
2010,37,16,3,2,1,5,2,4,36130.5,2357,1,0.702602,1,30,1
2010,36,18,3,1,1,,1,,,2357,1,0.802492878,1,30,
2010,49,12,1,2,2,1,2,,15054.375,2357,1,0.726251795,1,40,
2010,23,15,1,2,2,1,2,4,401.45,2357,1,0.77282936,1,18,1
2010,49,12,1,2,2,0,2,5,,2357,1,0.399438487,1,40,1
2010,57,12,1,2,2,0,2,2,36130.5,2357,1,0.595118073,1,50,0
2010,30,13,1,1,2,3,1,,7226.1,2357,1,0.665553381,1,30,
2010,37,13,1,1,1,3,2,4,17061.625,2357,1,1.286438665,1,30,1
2010,56,12,1,2,1,1,2,,66239.25,2357,1,1.11897906,1,50,
2010,64,18,4,1,1,4,2,4,36130.5,2357,1,1.101153147,1,60,1
2010,56,12,1,2,1,0,2,5,112406,2357,1,0.798268791,1,50,1
2010,47,12,1,2,1,6,2,,,2357,1,0.875801608,1,40,
2010,34,18,4,2,1,5,2,2,66239.25,2357,1,0.865380048,1,30,0
2010,68,12,1,2,1,0,2,2,36130.5,2357,1,1.519956982,1,60,0
2010,53,12,1,1,1,7,2,2,36130.5,2357,1,0.90373601,1,50,0
2010,45,16,3,2,1,3,2,,36130.5,2357,1,0.538248517,1,40,
2010,40,13,1,2,1,3,2,4,80290,2357,1,1.106642372,1,40,1
2010,33,18,4,2,1,4,2,,66239.25,2357,1,0.91305779,1,30,
2010,35,14,2,2,1,0,2,3,96348,2357,1,1.248706185,1,30,0
2010,46,9,0,2,1,2,2,3,6021.75,2357,2,0.841582174,1,40,0
2010,54,12,1,2,1,0,1,3,30108.75,2357,2,1.733997442,1,50,0
2010,27,13,1,2,3,2,1,,22079.75,2357,2,1.422053216,1,18,
2010,51,4,0,2,1,3,2,3,6021.75,2357,2,0.876006981,1,50,0
2010,39,16,3,2,1,6,1,4,30108.75,2357,2,0.325824193,1,30,1
2010,36,11,0,2,1,3,1,2,17061.625,2357,2,0.328182347,1,30,0
2010,28,15,2,2,1,0,1,,36130.5,2357,2,0.577211858,1,18,
2010,34,9,1,2,3,4,2,4,17061.625,2357,2,0.833045821,1,30,1
2010,47,16,2,2,1,4,2,,9032.625,2357,2,1.25541056,1,40,
2010,29,15,2,2,1,5,1,5,22079.75,2357,2,0.432191358,1,18,1
2010,49,6,0,2,1,4,2,,11039.875,2357,2,2.329177584,1,40,
2010,73,6,0,1,1,1,1,3,30108.75,2357,2,2.900481004,1,70,0
2010,26,9,0,1,1,3,2,,22079.75,2357,2,2.795611983,1,18,
2010,49,12,1,1,3,2,1,5,17061.625,2357,2,1.280785668,1,40,1
2010,55,6,0,2,1,3,2,3,,2357,2,0.590143545,1,50,0
2010,43,14,1,2,1,3,2,,36130.5,2357,2,1.491789155,1,40,
2010,59,12,1,1,3,2,1,3,36130.5,2357,2,0.695797818,1,50,0
2010,44,14,2,1,1,1,2,3,26094.25,2357,2,0.619541861,1,40,0
2010,42,6,0,2,3,4,2,,2810.15,2357,2,0.966711247,1,40,
2010,43,13,1,2,1,0,1,1,22079.75,2357,2,1.289664946,1,40,0
2010,49,14,1,2,2,3,1,2,13047.125,2357,2,0.722658055,1,40,0
2010,38,16,3,2,1,1,1,,44159.5,2357,2,0.325824193,1,30,
2010,19,11,0,2,1,4,1,1,,2357,2,0.633251911,1,18,0
2010,57,12,1,1,3,2,1,,6021.75,2357,2,0.669417769,1,50,
2010,63,5,0,2,1,0,2,5,6021.75,2357,2,0.360717742,1,60,1
2010,25,14,1,2,1,2,1,4,4415.95,2357,2,0.577211858,1,18,1
2010,53,11,0,1,3,2,1,4,26094.25,2357,2,2.55555245,1,50,1
2010,38,8,0,2,3,3,1,5,11039.875,2357,2,0.465070881,1,30,1
2010,41,11,1,2,1,4,2,1,36130.5,2357,2,1.026207718,1,40,0
2010,51,6,0,2,1,2,2,3,22079.75,2357,2,0.792799271,1,50,0
2010,60,6,0,2,1,5,2,,2810.15,2357,2,1.521527672,1,60,
2010,35,15,1,2,1,1,1,3,15054.375,2357,2,0.407988363,1,30,0
2010,38,16,3,1,1,1,1,4,44159.5,2357,2,0.575520346,1,30,1
2010,49,6,0,2,1,1,1,2,19068.875,2357,2,0.569661413,1,40,0
2010,76,8,0,1,1,1,1,,22079.75,2357,2,0.552445038,1,70,
2010,68,6,0,2,3,0,1,5,7226.1,2357,2,0.391968963,1,60,1
2010,23,12,1,1,3,1,1,,13047.125,2357,2,0.699538812,1,18,
2010,57,10,0,1,1,3,1,5,11039.875,2357,2,0.578326295,1,50,1
2010,20,13,1,2,1,5,1,3,19068.875,2357,2,0.794459825,1,18,0
2010,21,12,1,1,1,5,2,5,30108.75,2358,1,1.396520598,1,18,1
2010,33,12,1,1,1,4,2,5,152908.1861,2358,1,1.296816341,1,30,1
2010,44,16,3,1,2,1,2,5,36130.5,2358,1,0.655195576,1,40,1
2010,50,12,1,1,1,4,2,5,54195.75,2358,1,0.654972705,1,50,1
2010,51,16,3,1,1,2,2,5,152908.1861,2358,1,0.570149262,1,50,1
2010,36,14,1,1,1,4,2,5,96348,2358,1,0.990149496,1,30,1
2010,61,16,3,2,1,3,2,4,96348,2358,1,0.917792477,1,60,1
2010,38,8,0,1,1,4,2,,26094.25,2358,1,1.020680426,1,30,
2010,44,12,1,2,1,3,2,5,17061.625,2358,1,0.608254231,1,40,1
2010,62,16,3,2,1,6,2,4,,2358,1,1.137748872,1,60,1
2010,88,12,1,2,1,6,2,5,26094.25,2358,1,1.596467089,1,80,1
2010,49,7,0,2,1,4,2,2,22079.75,2358,1,0.533313272,1,40,0
2010,44,12,1,1,1,3,2,4,54195.75,2358,1,3.286300528,1,40,1
2010,39,12,1,1,1,3,2,5,36130.5,2358,1,2.634109616,1,30,1
2010,63,12,1,1,1,3,2,,22079.75,2358,1,0.830217647,1,60,
2010,60,20,4,1,1,2,2,2,152908.1861,2358,1,1.891879491,1,60,0
2010,46,15,2,2,1,1,2,,36130.5,2358,2,0.501545522,1,40,
2010,43,16,2,2,2,0,2,5,3613.05,2358,2,0.875040765,1,40,1
2010,78,12,1,2,1,1,2,,,2358,2,0.450545659,1,70,
2010,22,15,1,2,1,5,2,3,6021.75,2358,2,2.487352068,1,18,0
2010,85,12,1,2,1,4,2,4,,2358,2,0.626969414,1,80,1
2010,19,13,1,1,1,5,1,,5218.85,2358,2,1.485335323,1,18,
2010,71,9,1,2,1,5,2,4,22079.75,2358,2,0.450545659,1,70,1
2010,33,15,1,1,1,6,2,4,54195.75,2358,2,1.511484423,1,30,1
2010,33,13,1,2,1,5,2,,22079.75,2358,2,0.372531332,1,30,
2010,33,20,4,2,1,5,2,3,54195.75,2358,2,0.348427542,1,30,0
2010,66,14,1,2,1,5,2,5,80290,2358,2,0.634108041,1,60,1
2010,66,11,0,2,2,0,2,2,13047.125,2358,2,1.637900624,1,60,0
2010,25,12,1,1,1,5,1,5,44159.5,2358,2,0.527882218,1,18,1
2010,25,14,2,1,1,5,1,3,30108.75,2358,2,0.835257834,1,18,0
2010,24,12,1,1,1,5,2,,26094.25,2358,2,0.981214492,1,18,
2010,43,12,1,1,1,3,2,3,19068.875,2358,2,1.674750447,1,40,0
2010,26,12,1,1,1,1,2,5,66239.25,2358,2,1.384483027,1,18,1
2010,65,12,1,2,1,0,2,,36130.5,2358,2,1.420634826,1,60,
2010,76,11,1,2,1,5,2,,11039.875,2358,2,0.450545659,1,70,
2010,18,10,0,1,2,5,2,4,19068.875,2358,2,1.013253336,1,18,1
2010,29,9,0,2,1,3,2,,11039.875,2358,2,0.942450935,1,18,
2010,81,11,1,2,2,3,2,3,4415.95,2358,2,0.373611547,1,80,0
2010,28,13,1,2,2,2,2,,5218.85,2358,2,0.383254011,1,18,
2010,27,14,1,2,2,1,2,5,9032.625,2358,2,0.383254011,1,18,1
2010,47,12,1,1,1,3,2,1,9032.625,2358,2,0.900573926,1,40,0
2010,40,12,1,1,1,6,2,5,15054.375,2358,2,0.99213469,1,40,1
2010,32,15,1,2,1,2,2,5,54195.75,2359,1,1.427645327,1,30,1
2010,29,15,1,2,3,2,2,,9032.625,2359,1,0.675109856,1,18,
2010,89,12,1,2,1,0,2,3,9032.625,2359,1,0.620244991,1,80,0
2010,25,13,1,1,1,2,2,,19068.875,2359,1,0.726710589,1,18,
2010,35,14,2,1,1,4,2,3,44159.5,2359,1,3.122462874,1,30,0
2010,58,17,3,2,1,0,2,3,44159.5,2359,1,1.111059779,1,50,0
2010,45,16,3,2,1,0,2,,44159.5,2359,1,0.520473538,1,40,
2010,32,13,1,2,1,3,1,,13047.125,2359,1,0.551025336,1,30,
2010,33,16,3,2,1,1,1,3,54195.75,2359,1,1.34924398,1,30,0
2010,74,14,2,1,1,4,1,5,26094.25,2359,1,2.293468121,1,70,1
2010,35,12,1,2,1,3,1,,44159.5,2359,1,1.616185269,1,30,
2010,55,12,1,2,1,5,2,,44159.5,2359,1,0.882619424,1,50,
2010,69,12,1,2,1,0,2,3,19068.875,2359,1,0.620244991,1,60,0
2010,34,17,3,2,3,5,2,,19068.875,2359,1,0.50895771,1,30,
2010,25,15,1,2,1,1,2,,26094.25,2359,1,0.749446169,1,18,
2010,62,12,1,2,1,5,2,4,13047.125,2359,1,1.024889062,1,60,1
2010,32,14,1,2,1,5,2,3,66239.25,2359,1,2.818139161,1,30,0
2010,34,14,2,1,1,3,1,,152908.1861,2359,1,0.629366138,1,30,
2010,55,14,1,2,1,5,2,4,96348,2359,1,0.890812947,1,50,1
2010,36,12,1,2,1,0,2,3,26094.25,2359,1,1.361734732,1,30,0
2010,42,16,3,2,1,5,1,3,19068.875,2359,1,0.520473538,1,40,0
2010,27,13,1,2,1,3,2,4,5218.85,2359,1,1.745358229,1,18,1
2010,28,11,1,1,1,2,2,,17061.625,2359,1,1.086195464,1,18,
2010,35,14,1,2,1,3,2,3,15054.375,2359,1,1.103886402,1,30,0
2010,29,11,0,1,1,6,2,5,30108.75,2359,1,2.056507357,1,18,1
2010,44,12,1,2,1,6,2,5,66239.25,2359,2,0.580671459,1,40,1
2010,84,8,0,2,1,5,2,5,,2359,2,0.705067867,1,80,1
2010,31,15,1,2,1,4,2,3,96348,2359,2,1.220515934,1,30,0
2010,55,11,0,1,1,2,2,4,9032.625,2359,2,0.433874614,1,50,1
2010,72,14,1,2,1,5,2,3,54195.75,2359,2,0.47671509,1,70,0
2010,60,1,0,2,3,3,2,,,2359,2,1.021550215,1,60,
2010,63,4,0,1,3,3,1,4,30108.75,2359,2,1.296632256,1,60,1
2010,21,13,1,2,3,2,1,,54195.75,2359,2,2.335599452,1,18,
2010,79,5,0,2,2,1,2,2,,2359,2,0.346607243,1,70,0
2010,18,12,1,2,3,1,1,3,36130.5,2359,2,1.987155846,1,18,0
2010,27,9,0,2,3,3,1,,13047.125,2359,2,0.423431369,1,18,
2010,68,0,0,2,3,3,2,3,13047.125,2359,2,2.02804467,1,60,0
2010,82,11,0,2,1,6,2,,,2359,2,1.967479872,1,80,
2010,21,11,0,1,1,3,1,4,5218.85,2359,2,0.489727369,1,18,1
2010,18,11,1,2,3,3,1,,,2359,2,0.978689834,1,18,
2010,43,6,0,1,1,4,2,,9032.625,2359,2,0.909558367,1,40,
2010,45,13,1,1,3,2,1,3,80290,2359,2,1.882044601,1,40,0
2010,20,11,0,2,2,1,1,,30108.75,2359,2,0.484116637,1,18,
2010,57,2,0,1,1,1,2,3,9032.625,2359,2,0.539310777,1,50,0
2010,51,12,1,1,1,6,2,,152908.1861,2359,2,0.442920869,1,50,
2010,67,15,2,2,1,6,2,5,19068.875,2359,2,0.866754709,1,60,1
2010,53,12,1,2,1,3,1,,,2359,2,0.678373876,1,50,
2010,52,12,1,2,1,6,1,3,26094.25,2359,2,0.433246618,1,50,0
2010,68,20,4,1,1,1,2,,152908.1861,2359,2,0.827205349,1,60,
2010,52,12,1,1,1,5,2,3,80290,2359,2,0.862188217,1,50,0
2010,49,13,1,1,1,6,2,4,112406,2359,2,0.715665945,1,40,1
2010,24,14,1,1,1,6,2,4,22079.75,2359,2,0.558543654,1,18,1
2010,44,13,1,2,1,5,2,3,44159.5,2359,2,0.735137857,1,40,0
2010,55,7,0,1,2,1,2,3,11039.875,2360,1,0.360196266,1,50,0
2010,35,16,3,1,1,7,2,5,,2360,1,0.713363461,1,30,1
2010,24,15,1,1,1,1,2,,13047.125,2360,1,0.559178685,1,18,
2010,28,16,3,1,1,2,2,,19068.875,2360,1,0.885020404,1,18,
2010,47,12,1,1,2,1,2,5,7226.1,2360,1,0.435748294,1,40,1
2010,49,13,0,1,1,3,2,,22079.75,2360,1,0.460735279,1,40,
2010,53,10,0,2,1,0,2,5,54195.75,2360,1,0.472305406,1,50,1
2010,31,16,3,1,1,1,1,4,44159.5,2360,1,0.485618717,1,30,1
2010,30,18,4,2,1,1,2,,26094.25,2360,1,0.479639495,1,30,
2010,31,12,1,2,1,0,1,4,80290,2360,1,1.229089065,1,30,1
2010,53,12,1,2,2,1,2,,66239.25,2360,1,0.359674914,1,50,
2010,57,15,3,2,1,0,2,4,112406,2360,1,0.937823312,1,50,1
2010,43,18,4,1,1,2,1,3,,2360,1,0.830420972,1,40,0
2010,37,17,3,1,1,7,2,,30108.75,2360,1,2.452169574,1,30,
2010,67,10,0,2,2,0,2,5,3613.05,2360,1,0.785041279,1,60,1
2010,69,12,1,1,1,1,2,3,26094.25,2360,1,0.805367598,1,60,0
2010,50,13,1,2,1,4,2,5,66239.25,2360,1,0.685449779,1,50,1
2010,55,12,1,1,1,3,2,,7226.1,2360,1,2.060514648,1,50,
2010,51,16,3,1,1,0,2,2,80290,2360,1,0.751382254,1,50,0
2010,31,16,3,2,1,0,1,,401.45,2360,1,0.369084709,1,30,
2010,44,12,1,1,1,5,2,4,112406,2360,1,0.682533533,1,40,1
2010,26,16,3,2,1,1,2,,54195.75,2360,1,0.426171269,1,18,
2010,22,15,1,2,1,3,1,3,1605.8,2360,1,0.674956724,1,18,0
2010,54,13,1,2,1,3,2,5,15054.375,2360,1,0.842473956,1,50,1
2010,50,12,1,2,1,3,2,,,2360,1,0.433739193,1,50,
2010,89,16,3,1,1,0,2,,54195.75,2360,1,1.497414139,1,80,
2010,42,14,1,1,1,0,2,4,54195.75,2360,1,1.248241715,1,40,1
2010,49,18,4,1,1,1,1,5,36130.5,2360,2,0.489110597,1,40,1
2010,89,10,0,2,1,4,2,,17061.625,2360,2,0.705839012,1,80,
2010,21,13,1,1,1,3,2,2,,2360,2,0.597913145,1,18,0
2010,39,16,3,2,1,1,1,,54195.75,2360,2,0.66783096,1,30,
2010,60,16,2,1,1,5,2,4,36130.5,2360,2,0.529721946,1,60,1
2010,40,18,2,2,1,5,1,,96348,2360,2,2.919379957,1,40,
2010,25,15,1,1,1,2,1,4,9032.625,2360,2,1.76428066,1,18,1
2010,82,15,3,1,1,3,2,,9032.625,2360,2,0.490771839,1,80,
2010,41,12,1,2,1,1,2,,80290,2360,2,0.880488471,1,40,
2010,34,13,1,1,1,3,1,,44159.5,2360,2,0.73986739,1,30,
2010,71,12,0,2,1,7,2,5,36130.5,2360,2,0.907358194,1,70,1
2010,65,16,3,2,1,4,2,5,19068.875,2360,2,0.444227299,1,60,1
2010,33,12,1,2,1,3,1,,44159.5,2360,2,0.589165171,1,30,
2010,70,20,4,2,1,1,2,3,13047.125,2360,2,0.444227299,1,70,0
2010,24,9,1,1,1,1,2,3,5218.85,2360,2,0.880516135,1,18,0
2010,74,11,1,1,1,4,2,3,30108.75,2360,2,0.861155631,1,70,0
2010,63,18,3,2,1,6,2,,54195.75,2360,2,0.53433203,1,60,
2010,65,13,1,1,1,3,2,4,26094.25,2360,2,1.127571953,1,60,1
2010,67,17,3,2,1,1,2,4,26094.25,2360,2,0.444227299,1,60,1
2010,35,12,1,2,1,5,1,,152908.1861,2360,2,0.909117885,1,30,
2010,63,16,3,2,1,6,2,4,112406,2360,2,0.775128027,1,60,1
2010,45,12,1,1,1,4,2,5,9032.625,2360,2,0.561877586,1,40,1
2010,79,11,0,2,1,0,2,4,19068.875,2360,2,0.447442396,1,70,1
2010,49,12,1,1,3,3,2,,13047.125,2360,2,0.554883953,1,40,
2010,69,12,1,1,1,6,2,5,,2360,2,1.017948462,1,60,1
2010,27,15,1,2,1,1,2,4,26094.25,2360,2,0.648837481,1,18,1
2010,46,14,1,2,1,6,2,3,80290,2360,2,0.310800324,1,40,0
2010,57,10,0,1,1,2,2,2,7226.1,2360,2,0.844466702,1,50,0
2010,31,12,1,2,1,1,2,4,,2360,2,1.068037337,1,30,1
2010,27,12,1,2,1,3,1,,9032.625,2360,2,0.523487476,1,18,
2010,55,13,1,1,1,3,2,5,401.45,2360,2,0.529721946,1,50,1
2010,30,14,1,2,1,1,2,5,66239.25,2360,2,0.4533652,1,30,1
2010,23,16,3,2,1,5,2,3,19068.875,2360,2,0.771124788,1,18,0
2010,30,12,1,1,3,1,1,2,30108.75,2361,1,0.558024955,1,30,0
2010,18,11,0,1,2,0,2,4,,2361,1,0.772511164,1,18,1
2010,21,10,1,2,1,3,1,,9032.625,2361,1,0.810845708,1,18,
2010,38,6,0,2,3,0,2,3,44159.5,2361,1,1.115503017,1,30,0
2010,25,11,0,2,1,3,2,,9032.625,2361,1,1.301184459,1,18,
2010,33,2,0,1,3,5,2,4,13047.125,2361,1,1.934776362,1,30,1
2010,64,16,3,2,1,0,1,3,22079.75,2361,1,0.708040114,1,60,0
2010,28,12,1,1,2,2,2,4,13047.125,2361,1,0.800967373,1,18,1
2010,51,12,1,2,1,5,2,,44159.5,2361,1,0.516158465,1,50,
2010,32,11,0,2,3,3,1,,9032.625,2361,1,0.32237609,1,30,
2010,38,11,0,2,1,5,2,5,13047.125,2361,1,0.945622389,1,30,1
2010,37,12,1,2,3,2,1,4,11039.875,2361,1,1.144707823,1,30,1
2010,39,12,1,1,1,0,1,,19068.875,2361,1,0.978549231,1,30,
2010,41,14,1,1,1,5,1,3,66239.25,2361,1,0.837678498,1,40,0
2010,59,12,1,2,1,1,2,5,26094.25,2361,1,1.332167053,1,50,1
2010,76,20,4,1,1,5,2,,80290,2361,1,2.020781761,1,70,
2010,67,18,3,2,1,2,2,3,36130.5,2361,1,0.663283944,1,60,0
2010,64,11,0,2,1,4,2,1,11039.875,2361,1,0.333941463,1,60,0
2010,29,12,0,1,1,3,2,3,30108.75,2361,1,1.524332513,1,18,0
2010,23,12,1,2,1,1,2,,22079.75,2361,1,1.579998321,1,18,
2010,55,10,0,1,1,4,2,5,80290,2361,1,0.664564666,1,50,1
2010,53,13,1,2,1,0,2,,15054.375,2361,1,1.149932244,1,50,
